Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Description,Baths,Balcony
Property_5876,3 BHK,12500000.0,Sahakara Nagar,1500.0,8333.333333333334,Super built-up  Area,3.0,Yes
Property_5877,3 BHK,5000000.0,Kaggadasapura,1256.0,3980.891719745223,Super built-up  Area,2.0,Yes
Property_5878,2 BHK,4800000.0,Brookefield,941.0,5100.956429330499,Super built-up  Area,2.0,Yes
Property_5879,4 Bedroom,46500000.0,Devanahalli,5000.0,9300.0,Plot  Area,4.0,Yes
Property_5880,3 BHK,8658000.0,Kanakpura Road,1665.0,5200.0,Super built-up  Area,3.0,Yes
Property_5881,2 BHK,8418000.0,Hennur Road,1414.0,5953.323903818953,Super built-up  Area,2.0,No
Property_5882,3 BHK,5525000.0,Chikkalasandra,1270.0,4350.393700787402,Super built-up  Area,2.0,Yes
Property_5883,3 Bedroom,8000000.0,Madiwala,800.0,10000.0,Plot  Area,2.0,Yes
Property_5884,4 Bedroom,30000000.0,Kengeri Satellite Town,4100.0,7317.073170731707,Plot  Area,3.0,No
Property_5885,6 Bedroom,10500000.0,Mathikere,1800.0,5833.333333333333,Built-up  Area,3.0,No
Property_5886,2 BHK,3500000.0,Pattanagere,850.0,4117.64705882353,Built-up  Area,2.0,No
Property_5887,1 BHK,3844000.0,Kanakpura Road,712.0,5398.876404494382,Super built-up  Area,1.0,Yes
Property_5888,4 BHK,25150000.0,Rajaji Nagar,2648.0,9497.73413897281,Super built-up  Area,5.0,No
Property_5889,3 Bedroom,18000000.0,Basaveshwara Nagar Yelahanka,900.0,20000.0,Plot  Area,4.0,Yes
Property_5890,2 Bedroom,5500000.0,TC Palaya,900.0,6111.111111111111,Plot  Area,2.0,No
Property_5891,2 BHK,4900000.0,Hebbal,1200.0,4083.3333333333335,Super built-up  Area,2.0,Yes
Property_5892,1 BHK,2200000.0,Kengeri Satellite Town,654.0,3363.914373088685,Super built-up  Area,1.0,Yes
Property_5893,2 BHK,5500000.0,Peenya,708.0,7768.3615819209035,Super built-up  Area,1.0,Yes
Property_5894,4 Bedroom,7500000.0,Singapura Village,600.0,12500.0,Plot  Area,5.0,Yes
Property_5895,3 BHK,13500000.0,Wilson Garden,1680.0,8035.714285714285,Built-up  Area,3.0,Yes
Property_5896,2 BHK,5800000.0,Jakkasandra Extension,990.0,5858.585858585859,Super built-up  Area,2.0,Yes
Property_5897,2 BHK,4200000.0,Uttarahalli,1380.0,3043.478260869565,Super built-up  Area,2.0,Yes
Property_5898,2 BHK,6200000.0,Hebbal,1088.0,5698.529411764706,Super built-up  Area,2.0,Yes
Property_5899,3 BHK,7750000.0,Harlur,1414.0,5480.905233380481,Super built-up  Area,3.0,Yes
Property_5900,2 BHK,10000000.0,Seshadripuram,1240.0,8064.5161290322585,Built-up  Area,2.0,Yes
Property_5901,3 BHK,11800000.0,Ganesha Block,1810.0,6519.3370165745855,Built-up  Area,3.0,Yes
Property_5902,3 BHK,24000000.0,4th Block Jayanagar,2005.0,11970.074812967581,Super built-up  Area,3.0,Yes
Property_5903,2 BHK,5800000.0,Kothanur,1185.0,4894.514767932489,Super built-up  Area,2.0,Yes
Property_5904,3 Bedroom,5715000.0,Whitefield,1200.0,4762.5,Plot  Area,3.0,Yes
Property_5905,2 BHK,5200000.0,Electronic City,1070.0,4859.813084112149,Super built-up  Area,2.0,Yes
Property_5906,2 BHK,5800000.0,Shikaripalya,1265.0,4584.98023715415,Super built-up  Area,2.0,Yes
Property_5907,2 BHK,5500000.0,Sahakara Nagar,1100.0,5000.0,Built-up  Area,2.0,Yes
Property_5908,2 BHK,4400000.0,Friends Colony,1035.0,4251.207729468599,Built-up  Area,2.0,Yes
Property_5909,1 BHK,3071500.0,Sonnenahalli,614.5,4998.372660699756,Super built-up  Area,1.0,No
Property_5910,2 BHK,9700000.0,2nd Block Jayanagar,1000.0,9700.0,Built-up  Area,2.0,Yes
Property_5911,2 BHK,4935000.0,Hegde Nagar,1179.0,4185.750636132316,Super built-up  Area,2.0,Yes
Property_5912,3 BHK,8400000.0,Vittasandra,1650.0,5090.909090909091,Super built-up  Area,3.0,Yes
Property_5913,6 Bedroom,10000000.0,Malur Hosur Road,2800.0,3571.4285714285716,Plot  Area,4.0,Yes
Property_5914,8 Bedroom,12000000.0,Lakshmipura Vidyaanyapura,3500.0,3428.5714285714284,Plot  Area,6.0,Yes
Property_5915,3 BHK,7865000.000000001,Nagaraja Garden,1430.0,5500.000000000001,Built-up  Area,3.0,Yes
Property_5916,3 BHK,5800000.0,Marathahalli,1130.0,5132.743362831859,Super built-up  Area,2.0,Yes
Property_5917,3 BHK,11000000.0,JP Nagar,1850.0,5945.945945945946,Super built-up  Area,2.0,No
Property_5918,3 BHK,5424000.0,Hennur,1340.0,4047.7611940298507,Super built-up  Area,3.0,Yes
Property_5920,2 Bedroom,3000000.0,Nagawara Junction,600.0,5000.0,Plot  Area,2.0,No
Property_5921,3 BHK,25000000.0,Banashankari,2582.0,9682.416731216112,Super built-up  Area,5.0,Yes
Property_5922,2 BHK,5500000.0,Channasandra,1160.0,4741.379310344828,Super built-up  Area,2.0,Yes
Property_5923,1 Bedroom,4500000.0,Hegganahalli,1200.0,3750.0,Built-up  Area,2.0,Yes
Property_5924,2 BHK,3760000.0,Rajanna Layout,1116.0,3369.1756272401435,Built-up  Area,2.0,Yes
Property_5925,3 Bedroom,8500000.0,Nagarbhavi  BDA Complex,600.0,14166.666666666666,Plot  Area,2.0,Yes
Property_5926,3 BHK,33800000.0,Sarakki Nagar,2663.0,12692.452121667293,Super built-up  Area,4.0,Yes
Property_5927,2 BHK,4500000.0,Devasthanagalu,1090.0,4128.440366972477,Built-up  Area,2.0,Yes
Property_5928,2 BHK,4500000.0,JP Nagar,1100.0,4090.909090909091,Super built-up  Area,2.0,Yes
Property_5929,3 BHK,3413000.0000000005,Kammasandra,1365.0,2500.3663003663005,Super built-up  Area,2.0,Yes
Property_5930,3 BHK,7919000.0,Vijayanagar,1484.0,5336.253369272237,Super built-up  Area,3.0,Yes
Property_5931,3 BHK,6800000.0,Green Glen Layout,1630.0,4171.7791411042945,Super built-up  Area,3.0,Yes
Property_5932,3 BHK,5243000.0,Whitefield,1451.0,3613.370089593384,Super built-up  Area,2.0,Yes
Property_5933,2 BHK,10700000.0,Kanakpura Road,1330.0,8045.112781954887,Super built-up  Area,2.0,Yes
Property_5934,3 BHK,13500000.0,Thanisandra,2127.0,6346.967559943582,Super built-up  Area,3.0,Yes
Property_5935,5 Bedroom,12000000.0,Adityanagar,875.0,13714.285714285714,Plot  Area,5.0,Yes
Property_5936,4 Bedroom,6500000.0,Hallehalli,1260.0,5158.730158730159,Plot  Area,4.0,Yes
Property_5937,3 BHK,4575000.0,Sarjapur  Road,1173.0,3900.2557544757033,Super built-up  Area,2.0,Yes
Property_5938,3 BHK,5600000.0,Electronics City Phase 1,1445.0,3875.432525951557,Super built-up  Area,2.0,Yes
Property_5939,4 BHK,40000000.0,Jayamahal Extension,2250.0,17777.777777777777,Super built-up  Area,4.0,Yes
Property_5940,3 Bedroom,23900000.0,Bannerghatta Road,1500.0,15933.333333333334,Plot  Area,4.0,Yes
Property_5941,3 BHK,11589000.0,Thanisandra,2336.5,4959.982880376631,Super built-up  Area,3.0,No
Property_5942,2 BHK,4788000.0,JP Nagar,1197.0,4000.0,Super built-up  Area,2.0,Yes
Property_5943,4 Bedroom,22500000.0,2nd Stage Nagarbhavi,1200.0,18750.0,Plot  Area,4.0,Yes
Property_5944,5 BHK,32900000.0,Sarjapur  Road,3930.0,8371.501272264632,Super built-up  Area,7.0,No
Property_5945,3 BHK,6240000.0,Kanakpura Road,1450.0,4303.448275862069,Super built-up  Area,3.0,Yes
Property_5946,2 BHK,3785000.0,Whitefield,1187.0,3188.7110362257795,Super built-up  Area,2.0,Yes
Property_5947,6 Bedroom,85000000.0,Wilson Garden,4000.0,21250.0,Plot  Area,6.0,Yes
Property_5948,2 BHK,4100000.0,Channasandra,1050.0,3904.7619047619046,Super built-up  Area,2.0,Yes
Property_5949,3 BHK,5480000.0,Panathur,1370.0,4000.0,Super built-up  Area,2.0,Yes
Property_5950,2 BHK,3936999.9999999995,Yelahanka,1036.0,3800.1930501930497,Super built-up  Area,2.0,Yes
Property_5951,3 BHK,4120000.0000000005,JP Nagar,1275.0,3231.3725490196084,Super built-up  Area,3.0,Yes
Property_5952,4 BHK,11500000.0,Old Madras Road,2010.0,5721.393034825871,Super built-up  Area,3.0,Yes
Property_5953,2 BHK,10600000.0,Thigalarapalya,1418.0,7475.317348377997,Super built-up  Area,2.0,Yes
Property_5954,2 BHK,4660000.0,Thanisandra,1265.0,3683.794466403162,Super built-up  Area,2.0,Yes
Property_5955,3 BHK,5800000.0,Anandapura,1576.0,3680.203045685279,Super built-up  Area,3.0,Yes
Property_5956,2 BHK,5600000.0,Dodda Nekkundi,1148.0,4878.048780487805,Super built-up  Area,2.0,Yes
Property_5957,2 BHK,3600000.0,Green View Layout,1000.0,3600.0,Super built-up  Area,2.0,Yes
Property_5958,3 BHK,8500000.0,Kudlu,1293.0,6573.859242072699,Super built-up  Area,2.0,Yes
Property_5959,3 Bedroom,6600000.0,TC Palaya,1200.0,5500.0,Plot  Area,2.0,No
Property_5960,2 BHK,7500000.0,Munnekollal,1210.0,6198.347107438017,Super built-up  Area,2.0,Yes
Property_5961,2 BHK,6900000.0,HSR Layout,1126.0,6127.886323268206,Built-up  Area,2.0,Yes
Property_5962,3 BHK,17500000.0,Sarakki Nagar,1840.0,9510.869565217392,Built-up  Area,4.0,Yes
Property_5963,3 BHK,7000000.0,Vidyaranyapura,1440.0,4861.111111111111,Built-up  Area,2.0,No
Property_5964,3 BHK,5200000.0,Ramamurthy Nagar,1300.0,4000.0,Built-up  Area,2.0,Yes
Property_5965,2 BHK,7500000.0,Thanisandra,1276.0,5877.742946708464,Super built-up  Area,2.0,Yes
Property_5966,6 Bedroom,10500000.0,Gidada Konnenahalli,600.0,17500.0,Plot  Area,4.0,Yes
Property_5967,2 BHK,8300000.0,Whitefield,1216.0,6825.6578947368425,Super built-up  Area,2.0,Yes
Property_5968,1 BHK,7500000.0,Marenahalli,840.0,8928.57142857143,Super built-up  Area,1.0,No
Property_5969,5 Bedroom,30000000.0,Sector 1 HSR Layout,1240.0,24193.548387096773,Plot  Area,5.0,Yes
Property_5970,2 BHK,3900000.0,Sompura,1126.0,3463.587921847247,Built-up  Area,2.0,Yes
Property_5972,2 BHK,6500000.0,Raja Rajeshwari Nagar,1162.0,5593.803786574871,Super built-up  Area,2.0,No
Property_5973,2 BHK,6500000.0,Whitefield,1301.0,4996.156802459646,Super built-up  Area,2.0,Yes
Property_5974,1 BHK,3400000.0,Devanahalli,658.0,5167.173252279636,Super built-up  Area,1.0,Yes
Property_5975,3 Bedroom,25000000.0,Sahakara Nagar,1350.0,18518.51851851852,Plot  Area,3.0,Yes
Property_5976,3 BHK,28000000.0,Whitefield,2500.0,11200.0,Super built-up  Area,3.0,Yes
Property_5977,1 BHK,6300000.0,1st Phase JP Nagar,839.907117,7500.829404211371,Built-up  Area,1.0,Yes
Property_5978,3 BHK,4200000.0,Chandapura,1208.51,3475.3539482503247,Built-up  Area,3.0,Yes
Property_5979,2 BHK,3840999.9999999995,Raja Rajeshwari Nagar,1133.0,3390.114739629302,Super built-up  Area,2.0,Yes
Property_5980,3 BHK,11600000.0,Shettigere,1760.0,6590.909090909091,Super built-up  Area,2.0,Yes
Property_5981,3 BHK,5200000.0,Bisuvanahalli,1075.0,4837.209302325581,Super built-up  Area,2.0,Yes
Property_5982,2 BHK,2538000.0,Sarjapur,940.0,2700.0,Super built-up  Area,2.0,Yes
Property_5983,2 BHK,5700000.0,Badavala Nagar,1145.0,4978.1659388646285,Super built-up  Area,2.0,Yes
Property_5984,2 BHK,6773000.0,Bannerghatta Road,1302.5,5200.0,Super built-up  Area,2.0,No
Property_5985,4 Bedroom,55000000.0,Rahat Bagh,3900.0,14102.564102564103,Built-up  Area,5.0,Yes
Property_5986,4 BHK,26850000.0,Omarbagh Layout,3317.5,8093.443858327054,Super built-up  Area,5.0,No
Property_5987,2 BHK,5000000.0,Dasarahalli,1300.0,3846.153846153846,Built-up  Area,2.0,Yes
Property_5988,3 BHK,32600000.0,Malleshwaram,2475.0,13171.717171717171,Super built-up  Area,4.0,Yes
Property_5989,3 BHK,20000000.0,6th Phase JP Nagar,2040.0,9803.921568627451,Super built-up  Area,3.0,No
Property_5990,1 Bedroom,15000000.0,Hosakerehalli,1200.0,12500.0,Built-up  Area,1.0,No
Property_5991,4 Bedroom,19000000.0,Jigani,2420.0,7851.239669421488,Plot  Area,4.0,Yes
Property_5992,2 BHK,8000000.0,Thubarahalli,1216.0,6578.9473684210525,Built-up  Area,2.0,Yes
Property_5993,3 BHK,11000000.0,Tumkur Road,1459.0,7539.410555174777,Super built-up  Area,2.0,Yes
Property_5994,3 BHK,8000000.0,Jakkur,1622.0,4932.182490752158,Super built-up  Area,2.0,No
Property_5995,3 BHK,8500000.0,Kanakpura Road,1843.0,4612.045577862181,Super built-up  Area,3.0,Yes
Property_5996,2 BHK,8100000.0,Badavala Nagar,1274.0,6357.9277864992155,Super built-up  Area,2.0,Yes
Property_5997,2 Bedroom,5200000.0,Chikkasandra,600.0,8666.666666666666,Plot  Area,1.0,Yes
Property_5998,3 BHK,6950000.0,Malleshpalya,1430.0,4860.1398601398605,Super built-up  Area,2.0,Yes
Property_5999,4 Bedroom,28000000.0,Kammanahalli,1800.0,15555.555555555555,Plot  Area,2.0,No
Property_6000,3 BHK,5791000.0,Begur Road,1565.0,3700.3194888178914,Super built-up  Area,2.0,Yes
Property_6001,3 BHK,16000000.0, Devarabeesana Halli,1670.0,9580.838323353293,Super built-up  Area,3.0,Yes
Property_6002,3 BHK,15000000.0,Lakshminarayana Pura,1695.0,8849.557522123894,Super built-up  Area,3.0,Yes
Property_6003,2 BHK,7500000.0,Akshayanagara West,1410.0,5319.148936170212,Super built-up  Area,2.0,Yes
Property_6004,2 BHK,4200000.0,Kengeri Satellite Town,1060.0,3962.264150943396,Super built-up  Area,2.0,Yes
Property_6005,2 BHK,5000000.0,Sarjapur  Road,1120.0,4464.285714285715,Built-up  Area,2.0,Yes
Property_6006,2 Bedroom,5000000.0,Hosa Road,880.0,5681.818181818182,Plot  Area,2.0,No
Property_6007,2 BHK,3249000.0,Jalahalli,1083.0,3000.0,Super built-up  Area,2.0,Yes
Property_6008,3 BHK,5720000.0,Dodda Nekkundi,1435.0,3986.062717770035,Super built-up  Area,3.0,Yes
Property_6009,3 BHK,5699000.0,Doddakallasandra,1425.0,3999.2982456140353,Super built-up  Area,2.0,Yes
Property_6010,2 BHK,5000000.0,Arekere,900.0,5555.555555555556,Super built-up  Area,2.0,Yes
Property_6011,5 BHK,9300000.0,Escorts Colony,2400.0,3875.0,Built-up  Area,5.0,Yes
Property_6012,1 BHK,3429999.9999999995,Thanisandra,693.0,4949.494949494949,Built-up  Area,1.0,Yes
Property_6013,3 Bedroom,9000000.0,Kengeri,600.0,15000.0,Plot  Area,3.0,Yes
Property_6014,4 BHK,11900000.0,Electronic City,2435.0,4887.063655030801,Super built-up  Area,4.0,Yes
Property_6015,3 BHK,15000000.0,Iblur Village,1920.0,7812.5,Super built-up  Area,3.0,Yes
Property_6016,1 BHK,4700000.0,Electronic City,630.0,7460.31746031746,Super built-up  Area,1.0,Yes
Property_6017,3 BHK,5000000.0,Bisuvanahalli,1075.0,4651.162790697675,Super built-up  Area,2.0,Yes
Property_6018,5 Bedroom,10100000.0,Hulimavu,1200.0,8416.666666666666,Plot  Area,5.0,No
Property_6019,1 BHK,5500000.0,Nagavarapalya,705.0,7801.418439716312,Super built-up  Area,1.0,Yes
Property_6020,3 BHK,7559999.999999999,Srinivasa Nagar,1200.0,6299.999999999999,Super built-up  Area,2.0,Yes
Property_6021,2 BHK,6200000.0,Mahadevpura,1532.0,4046.9973890339425,Super built-up  Area,2.0,Yes
Property_6022,2 BHK,9300000.0,Rajiv Nagar,1330.0,6992.481203007519,Super built-up  Area,2.0,Yes
Property_6023,4 Bedroom,21000000.0,3rd Block Hrbr Layout,1200.0,17500.0,Plot  Area,3.0,Yes
Property_6024,3 BHK,6000000.0,Sarjapur  Road,1530.0,3921.5686274509803,Built-up  Area,2.0,Yes
Property_6025,2 BHK,4200000.0,Kasavanhalli,1105.0,3800.9049773755655,Super built-up  Area,2.0,Yes
Property_6026,2 Bedroom,18000000.0,1st Phase JP Nagar,1566.0,11494.252873563219,Plot  Area,2.0,No
Property_6027,3 BHK,9510000.0,Harlur,1630.0,5834.355828220859,Super built-up  Area,3.0,Yes
Property_6028,2 BHK,6280000.0,5th Phase JP Nagar,1256.0,5000.0,Built-up  Area,2.0,Yes
Property_6029,6 BHK,18000000.0,Banashankari,1200.0,15000.0,Built-up  Area,6.0,Yes
Property_6030,3 BHK,7500000.0,Brookefield,1595.0,4702.194357366771,Built-up  Area,2.0,Yes
Property_6031,2 BHK,5300000.0,7th Phase JP Nagar,1000.0,5300.0,Super built-up  Area,2.0,Yes
Property_6032,3 BHK,5899000.0,Poorna Pragna Layout,1475.0,3999.322033898305,Super built-up  Area,2.0,Yes
Property_6033,5 Bedroom,28500000.0,"asha township, off hennur road",2400.0,11875.0,Plot  Area,5.0,Yes
Property_6034,2 BHK,2888000.0,Electronic City Phase II,1000.0,2888.0,Super built-up  Area,2.0,Yes
Property_6035,4 Bedroom,65000000.0,1A Block Koramangala,2360.0,27542.372881355932,Plot  Area,4.0,Yes
Property_6036,3 BHK,9500000.0,Uttarahalli,1737.0,5469.199769717904,Super built-up  Area,2.0,Yes
Property_6037,2 BHK,2888000.0,Electronic City Phase II,1000.0,2888.0,Super built-up  Area,2.0,Yes
Property_6038,4 BHK,15000000.0,Near International Airport,2100.0,7142.857142857143,Super built-up  Area,4.0,Yes
Property_6039,8 Bedroom,14500000.0,Hosakerehalli,3600.0,4027.777777777778,Built-up  Area,6.0,Yes
Property_6040,2 BHK,5000000.0,Mysore Road,883.0,5662.5141562853905,Built-up  Area,2.0,Yes
Property_6041,2 BHK,4600000.0,Haralur Road,1243.0,3700.7240547063557,Super built-up  Area,2.0,Yes
Property_6042,3 BHK,7500000.0,BTM Layout,1776.0,4222.972972972973,Super built-up  Area,2.0,Yes
Property_6043,3 BHK,3772000.0,Anjanapura,1347.0,2800.2969561989607,Super built-up  Area,2.0,Yes
Property_6044,3 BHK,5500000.0,Whitefield,1330.0,4135.338345864661,Super built-up  Area,2.0,Yes
Property_6045,2 Bedroom,12000000.0,Sector 1 HSR Layout,600.0,20000.0,Plot  Area,2.0,Yes
Property_6046,4 BHK,37000000.0,Rajaji Nagar,3730.0,9919.571045576407,Built-up  Area,4.0,Yes
Property_6047,3 BHK,13500000.0,Harlur,1459.0,9252.912954078136,Super built-up  Area,3.0,Yes
Property_6048,4 BHK,13500000.0,Thanisandra,2259.0,5976.095617529881,Super built-up  Area,5.0,Yes
Property_6049,7 Bedroom,16000000.0,JP Nagar,2700.0,5925.925925925926,Built-up  Area,4.0,Yes
Property_6050,2 BHK,3225000.0,Gubbalala,1008.0,3199.404761904762,Super built-up  Area,2.0,Yes
Property_6051,2 BHK,5250000.0,NTI Layout,1200.0,4375.0,Super built-up  Area,2.0,Yes
Property_6052,4 BHK,52800000.0,Vasanth nagar,2328.0,22680.41237113402,Super built-up  Area,4.0,Yes
Property_6053,7 Bedroom,11000000.0,BTM 1st Stage,600.0,18333.333333333332,Plot  Area,7.0,Yes
Property_6054,2 BHK,1550000.0,Electronic City,660.0,2348.4848484848485,Super built-up  Area,1.0,Yes
Property_6055,3 BHK,25000000.0,Rajaji Nagar,1800.0,13888.888888888889,Super built-up  Area,2.0,Yes
Property_6056,4 BHK,55000000.0,Rajaji Nagar,3100.0,17741.935483870966,Super built-up  Area,4.0,Yes
Property_6057,2 BHK,5058000.0,Yelahanka,1405.0,3600.0,Super built-up  Area,2.0,No
Property_6058,1 BHK,2600000.0,Yelahanka,602.0,4318.936877076412,Super built-up  Area,1.0,Yes
Property_6059,3 BHK,10000000.0,Marathahalli,1710.0,5847.953216374269,Super built-up  Area,3.0,Yes
Property_6060,3 BHK,8200000.0,JP Nagar,1500.0,5466.666666666667,Super built-up  Area,2.0,Yes
Property_6061,3 BHK,6000000.0,Glass Factory Layout,1539.0,3898.635477582846,Built-up  Area,3.0,Yes
Property_6062,6 Bedroom,12800000.0,Fraser town,806.0,15880.893300248139,Plot  Area,3.0,Yes
Property_6063,3 BHK,5300000.0,Judicial Layout,1100.0,4818.181818181818,Super built-up  Area,2.0,Yes
Property_6064,2 BHK,4900000.0,Raja Rajeshwari Nagar,1151.0,4257.167680278019,Super built-up  Area,2.0,Yes
Property_6065,2 BHK,4600000.0,Dasappa Layout,920.0,5000.0,Super built-up  Area,2.0,Yes
Property_6066,3 BHK,7830000.0,Kathriguppe,1350.0,5800.0,Super built-up  Area,3.0,Yes
Property_6067,2 BHK,6500000.0,Bannerghatta Road,1200.0,5416.666666666667,Super built-up  Area,2.0,Yes
Property_6068,2 BHK,7800000.0,Thanisandra,1265.0,6166.00790513834,Super built-up  Area,2.0,Yes
Property_6069,8 Bedroom,6000000.0,Chelekare,600.0,10000.0,Plot  Area,6.0,Yes
Property_6070,3 BHK,9350000.0,Sarjapur  Road,1700.0,5500.0,Super built-up  Area,3.0,Yes
Property_6071,3 Bedroom,7500000.0,Ramamurthy Nagar,1600.0,4687.5,Built-up  Area,3.0,No
Property_6072,4 Bedroom,12000000.0,4th T block Jayanagar,1550.0,7741.935483870968,Built-up  Area,4.0,Yes
Property_6073,3 BHK,12500000.0,R.T. Nagar,1560.0,8012.820512820513,Built-up  Area,3.0,Yes
Property_6074,6 Bedroom,9800000.0,Horamavu Agara,1000.0,9800.0,Plot  Area,5.0,Yes
Property_6075,2 BHK,4600000.0,Haralur Road,1243.0,3700.7240547063557,Super built-up  Area,2.0,Yes
Property_6076,4 Bedroom,16000000.0,Raja Rajeshwari Nagar,1200.0,13333.333333333334,Plot  Area,4.0,Yes
Property_6077,3 BHK,5600000.0,Sarjapur  Road,1403.0,3991.4468995010693,Super built-up  Area,3.0,Yes
Property_6078,2 BHK,4039000.0,Doddakallasandra,1010.0,3999.009900990099,Super built-up  Area,2.0,Yes
Property_6079,3 BHK,9400000.0,Tumkur Road,1416.0,6638.418079096045,Super built-up  Area,3.0,Yes
Property_6080,2 BHK,6800000.0,Kanakpura Road,1628.0,4176.904176904177,Super built-up  Area,2.0,Yes
Property_6081,4 Bedroom,21100000.0,Chamrajpet,1660.4,12707.781257528306,Plot  Area,4.0,Yes
Property_6082,3 BHK,12500000.0,7th Phase JP Nagar,1680.0,7440.476190476191,Super built-up  Area,3.0,Yes
Property_6083,3 BHK,6200000.0,Doddathoguru,1595.0,3887.1473354231975,Super built-up  Area,3.0,Yes
Property_6084,3 BHK,9500000.0,Kanakpura Road,1507.0,6303.9150630391505,Super built-up  Area,2.0,Yes
Property_6085,3 BHK,28800000.0,Frazer Town,2560.0,11250.0,Super built-up  Area,3.0,No
Property_6086,3 BHK,13300000.0,Hennur Road,1949.0,6824.012314007183,Super built-up  Area,3.0,Yes
Property_6087,2 Bedroom,17500000.0,BTM 2nd Stage,800.0,21875.0,Plot  Area,2.0,Yes
Property_6088,2 BHK,2888000.0,Electronic City Phase II,1000.0,2888.0,Built-up  Area,2.0,Yes
Property_6089,2 BHK,5000000.0,Sonam Layout,905.0,5524.861878453039,Super built-up  Area,2.0,Yes
Property_6090,3 BHK,24500000.0,Hosakerehalli,2480.0,9879.032258064517,Super built-up  Area,3.0,Yes
Property_6091,3 BHK,20000000.0,CR Layout,1495.0,13377.926421404682,Super built-up  Area,3.0,No
Property_6092,3 BHK,10500000.0,Kaikondrahalli,1605.0,6542.056074766355,Super built-up  Area,3.0,Yes
Property_6093,2 BHK,7300000.0,Bommanahalli,1290.0,5658.914728682171,Built-up  Area,2.0,Yes
Property_6094,2 BHK,6000000.0,Yelahanka,1100.0,5454.545454545455,Super built-up  Area,2.0,Yes
Property_6095,6 BHK,9200000.0,Vishveshwarya Layout,2100.0,4380.952380952381,Super built-up  Area,6.0,No
Property_6096,2 BHK,4980000.0,Electronics City Phase 1,995.0,5005.025125628141,Super built-up  Area,2.0,Yes
Property_6097,2 Bedroom,5500000.0,Banashankari Stage II,500.0,11000.0,Plot  Area,2.0,Yes
Property_6098,4 BHK,59800000.0,Rajaji Nagar,3526.0,16959.727736812252,Super built-up  Area,4.0,Yes
Property_6099,3 BHK,4700000.0,Gottigere,1425.0,3298.245614035088,Super built-up  Area,2.0,Yes
Property_6100,3 BHK,5500000.0,BTM 4th Stage,1455.0,3780.0687285223366,Super built-up  Area,2.0,Yes
Property_6101,1 BHK,2300000.0,Jalahalli West,550.0,4181.818181818182,Super built-up  Area,1.0,Yes
Property_6102,3 BHK,4848000.0,Uttarahalli,1385.0,3500.361010830325,Super built-up  Area,2.0,Yes
Property_6103,4 Bedroom,21000000.0,Vishveshwarya Layout,7000.0,3000.0,Plot  Area,4.0,No
Property_6104,5 BHK,13000000.0,Srinivasa Nagar,4000.0,3250.0,Super built-up  Area,3.0,No
Property_6105,2 BHK,5300000.0,Gollahalli,1060.0,5000.0,Super built-up  Area,2.0,Yes
Property_6106,3 BHK,7500000.0,AGS Layout,1080.0,6944.444444444444,Super built-up  Area,2.0,Yes
Property_6107,3 BHK,12500000.0,HBR Layout,1783.0,7010.656197420079,Built-up  Area,3.0,Yes
Property_6108,3 BHK,9000000.0,Haralur Road,1520.0,5921.0526315789475,Super built-up  Area,2.0,Yes
Property_6109,2 BHK,5500000.0,Sarjapur  Road,1060.0,5188.679245283019,Super built-up  Area,2.0,Yes
Property_6110,2 BHK,5435000.0,Raja Rajeshwari Nagar,1267.0,4289.6606156274665,Super built-up  Area,2.0,Yes
Property_6111,2 BHK,5500000.0,Whitefield,1155.0,4761.9047619047615,Super built-up  Area,2.0,Yes
Property_6112,3 Bedroom,18000000.0,Karuna Nagar,2500.0,7200.0,Built-up  Area,3.0,Yes
Property_6113,2 BHK,6500000.0,Bannerghatta Road,1240.0,5241.935483870968,Super built-up  Area,2.0,Yes
Property_6114,3 BHK,7800000.0,Gollahalli,1570.0,4968.152866242038,Super built-up  Area,3.0,Yes
Property_6115,2 BHK,4590000.0,NGR Layout,1019.0,4504.41609421001,Super built-up  Area,2.0,Yes
Property_6116,2 BHK,7600000.0,Whitefield,1355.0,5608.856088560886,Super built-up  Area,3.0,Yes
Property_6117,3 BHK,11000000.0,Arekempanahalli,1537.0,7156.79895901106,Super built-up  Area,3.0,Yes
Property_6118,4 BHK,22600000.0,Whitefield,4075.0,5546.01226993865,Super built-up  Area,5.0,Yes
Property_6119,3 BHK,5245000.0,Raja Rajeshwari Nagar,1550.0,3383.8709677419356,Super built-up  Area,3.0,Yes
Property_6120,2 BHK,5000000.0,Raja Rajeshwari Nagar,1100.0,4545.454545454545,Built-up  Area,2.0,Yes
Property_6121,3 BHK,15000000.0, Devarabeesana Halli,1750.0,8571.42857142857,Super built-up  Area,3.0,Yes
Property_6122,2 BHK,7100000.0,9th Phase JP Nagar,1466.0,4843.110504774898,Super built-up  Area,2.0,Yes
Property_6123,3 BHK,7250000.0,Rachenahalli,1550.0,4677.419354838709,Super built-up  Area,3.0,Yes
Property_6124,3 BHK,10200000.0,Akshaya Nagar,2300.0,4434.782608695652,Super built-up  Area,4.0,Yes
Property_6125,1 BHK,2250000.0,Kengeri,540.0,4166.666666666667,Super built-up  Area,1.0,Yes
Property_6126,3 Bedroom,13000000.0,8th Phase JP Nagar,950.0,13684.21052631579,Plot  Area,3.0,Yes
Property_6127,7 Bedroom,25000000.0,Chamundi Nagar,2800.0,8928.57142857143,Built-up  Area,7.0,Yes
