SquareFeet,Bedrooms,LocationRating,Price_USD
1583.3,3,2,361438
1093.3,6,2,372362
1500.7,3,4,429919
1552.3,1,1,257182
1608.0,3,4,455693
1493.6,2,3,337466
2676.2,1,3,508186
693.7,1,1,201139
598.7,6,5,340768
1061.5,4,4,394048
1491.2,3,2,361338
1301.4,2,2,329450
792.8,1,4,215956
2454.0,4,5,840686
1769.7,5,5,609552
1333.7,5,1,328471
1038.4,4,5,407963
1365.3,3,5,506692
1246.0,4,3,372073
1692.1,1,1,268054
849.8,1,2,194416
1108.1,1,4,342862
1926.3,1,2,375690
1197.4,4,4,388307
1815.3,1,4,467546
1464.1,1,4,378709
1366.8,5,4,488292
1146.5,5,2,310179
1534.0,4,2,379497
1396.1,1,1,289178
400.0,6,1,196428
2058.4,2,3,501535
1662.8,3,5,546317
782.9,5,3,275080
1406.1,1,3,335128
1328.2,5,2,356271
1021.3,2,5,364118
1823.0,2,2,395336
2205.3,6,3,596722
1272.3,3,5,458224
1288.4,4,1,314834
1027.1,4,1,249671
400.0,5,2,209808
1710.6,4,5,585565
2450.1,6,1,577356
1421.1,6,1,384816
1409.4,5,3,456001
1465.9,4,4,456819
1244.8,3,5,424654
926.6,4,2,201860
2779.3,5,5,873449
1733.0,5,1,391194
1795.3,5,5,678573
2629.1,3,2,542744
1600.5,6,2,415483
1076.7,6,3,382268
955.7,6,5,398908
2460.2,1,4,632871
1898.5,6,5,724940
1449.9,5,4,518295
1226.1,5,1,311910
1356.1,1,3,322142
1697.7,5,4,543671
2415.6,2,4,648488
1466.7,5,1,371423
1071.1,5,2,314855
858.7,1,2,189880
1815.1,4,4,515007
2040.8,5,4,619437
2419.2,4,3,601752
2845.3,6,5,926050
747.6,3,5,315218
1515.6,5,5,629068
1304.7,6,4,501592
1404.9,2,3,401543
1084.8,2,4,346965
1670.9,4,4,542293
869.6,1,2,188041
1743.4,6,4,593478
2083.8,3,2,470875
1244.0,1,5,421727
2068.0,1,1,380921
1567.7,5,2,374797
1973.2,6,2,480076
1657.4,3,3,460257
1036.7,6,2,301874
1488.1,4,5,544966
1279.6,5,5,502345
1921.5,4,1,431011
1381.8,5,1,295335
2027.8,6,4,613901
1758.5,1,1,290627
1600.7,2,2,339777
1624.1,3,3,434305
1992.4,1,3,403879
1833.5,2,3,411856
1977.8,5,4,575006
983.8,1,2,217396
1228.1,5,5,482295
1502.9,6,1,370833
1367.5,6,4,499055
1030.8,6,3,310480
2126.5,4,3,543302
929.5,5,4,353217
1989.3,4,4,582289
2390.6,2,3,536420
1247.9,6,3,426827
400.0,6,1,182277
1261.3,4,4,446671
1115.6,5,1,327174
796.4,4,3,263857
1709.5,1,5,527205
1720.3,2,3,418803
1731.7,5,5,632220
1035.8,2,2,201003
2040.6,1,1,300147
1171.5,3,3,327763
974.2,3,4,349947
955.7,3,1,240763
1128.6,1,3,290799
1555.4,4,2,389305
973.9,5,4,370939
1092.9,2,4,353696
2293.6,4,2,503938
1178.4,1,5,399383
1940.3,3,1,384109
1541.5,6,5,601564
1977.1,5,4,628452
1605.5,1,3,375003
1505.7,5,3,442148
1335.8,4,3,400226
1103.1,4,2,239204
1627.5,6,1,397905
1226.7,1,3,298681
526.3,1,3,120487
1673.1,6,1,385552
1446.8,3,2,352764
1689.2,6,5,616462
1500.1,1,3,356197
1892.1,3,3,447401
1725.5,6,2,430030
1436.1,6,3,421334
1699.6,6,2,463478
2160.8,3,4,625800
1074.5,4,3,339565
504.4,2,1,127932
1975.7,1,3,456677
1807.5,3,1,387690
2891.5,5,1,573919
1555.1,5,5,556353
1371.1,2,2,356901
1725.9,1,3,387035
1933.1,6,2,484423
1806.9,6,5,656935
1385.9,1,4,414766
2141.9,6,3,608750
1012.3,6,5,473541
1166.6,1,3,309265
2291.9,4,2,511154
1849.6,3,2,442820
1290.4,3,1,284613
1569.6,5,3,449041
2535.5,3,1,470514
1393.1,6,2,340372
1153.5,1,2,238088
1537.4,5,1,357578
1949.1,4,4,548287
1692.6,1,1,379496
2031.2,1,5,622402
1083.7,2,4,335202
912.1,5,1,258302
2054.8,3,1,415768
931.3,3,2,280223
926.2,2,1,209962
1135.6,2,4,323459
1041.8,3,4,328251
1184.3,5,5,453895
641.7,4,3,217561
2201.3,1,1,420497
735.1,4,5,358763
2641.7,4,1,540537
1916.4,1,3,403931
2873.0,4,5,923638
1145.9,1,1,219083
1301.9,5,4,433528
2195.7,5,3,543257
1014.6,1,2,196138
1924.9,6,4,580801
1467.7,2,2,308000
1993.1,3,4,541646
2206.2,3,4,623840
1253.1,5,4,453278
1127.0,2,2,289715
867.5,1,5,283678
780.7,5,4,312563
1243.4,2,4,388012
1515.8,4,2,337030
1233.9,6,2,308415
1651.8,1,2,313702
1883.8,6,1,436520
1240.5,2,1,258987
1294.3,3,3,316982
2120.4,3,2,469469
1704.3,6,3,505038
1427.7,3,1,371038
1185.3,5,1,333261
1958.4,1,5,587767
1381.8,3,4,438705
552.1,3,5,329747
495.6,2,2,133711
1113.8,6,2,303584
1006.3,3,3,320576
1536.3,4,2,374023
578.6,4,1,159249
1532.2,3,4,447196
1018.9,2,1,203059
2023.9,4,1,392339
1126.2,2,3,312408
1946.8,5,2,455799
1465.7,3,1,275626
1259.0,2,4,366897
862.0,2,5,311061
1097.3,3,3,320029
2185.7,3,2,471803
1450.5,4,1,312720
1068.0,6,4,444344
1653.9,2,2,335532
1257.9,4,4,438385
1142.8,6,3,379278
1285.7,4,1,325048
1977.0,2,4,528033
1479.4,5,3,433128
1846.4,3,2,425671
1279.3,4,3,401191
1187.1,5,3,375898
2229.0,3,5,672245
963.0,6,1,286068
1338.3,2,3,364985
2056.0,4,2,501558
1266.5,6,2,356761
2425.2,2,1,437828
1052.2,5,3,311778
1816.1,1,3,434283
2352.9,5,5,807773
1594.0,5,2,444466
1703.1,3,1,336228
1912.7,2,4,518319
400.0,2,2,134196
2214.0,6,2,523416
1670.4,5,3,461757
1530.3,6,3,426303
1578.3,3,3,423465
476.7,3,1,177544
1952.5,4,5,674870
1687.7,6,4,552451
1021.7,1,5,358309
1705.5,3,5,557504
1773.1,6,2,422711
1223.1,1,2,260828
2138.2,5,5,717522
1438.2,4,5,583486
1360.9,5,1,348410
1835.1,4,3,476344
1065.1,5,3,372273
1267.0,4,1,314036
926.0,2,1,212213
1412.6,5,2,371119
1334.3,1,1,239189
1564.9,5,2,411535
2009.6,4,5,695924
1839.9,5,5,621730
1564.4,4,5,568559
2143.9,1,1,401361
1188.7,4,5,438747
1747.5,5,4,543679
1957.6,3,5,596582
2446.3,6,5,844122
1573.1,4,1,358765
1306.2,1,3,329366
1507.7,4,1,346699
1533.0,4,2,405035
1163.5,5,1,279922
1509.7,2,5,507916
2386.6,6,3,615821
661.1,5,5,326576
400.0,2,5,187003
741.6,6,4,311284
1033.8,4,5,426272
903.9,6,2,272926
1096.2,4,4,396012
983.6,2,1,228543
1725.4,4,5,610186
1027.7,3,2,263434
922.7,2,5,284524
522.0,6,5,328037
1997.5,2,4,534186
2169.8,2,5,651064
1627.2,2,5,541079
1563.6,2,1,304760
1829.2,3,5,613807
1906.9,1,1,333927
922.5,2,2,255393
1375.8,4,5,537757
1989.7,3,1,381639
1228.3,3,5,466487
1578.9,1,2,338793
2106.0,2,3,465626
2696.2,4,5,855768
1992.8,6,2,508301
866.0,2,2,179183
1152.6,5,5,457526
2106.2,5,1,455998
1126.6,3,3,283881
1935.5,4,4,523166
2360.9,4,3,605640
2034.0,2,1,439119
2396.6,5,3,623163
930.6,2,5,334999
530.3,4,4,234163
1106.8,2,2,288072
1502.3,2,5,475909
1043.4,3,5,429324
1110.3,6,2,347961
1428.3,6,3,453484
1268.2,1,1,264453
1916.9,3,3,455355
1507.2,5,1,382649
1203.4,4,3,364601
1977.0,5,5,658891
2928.7,6,3,704741
1730.0,2,2,323118
1231.8,4,1,289369
669.2,5,1,212467
1362.3,1,5,449168
901.0,5,5,452592
1749.6,3,4,513048
2336.4,3,4,586159
1067.5,2,2,274017
1205.4,5,3,358564
1855.8,3,3,464724
1132.4,4,3,372145
620.9,4,5,290997
2091.8,6,3,531569
796.4,1,5,276996
1449.1,1,5,410397
1424.2,3,2,338566
1277.7,2,4,371813
1794.5,4,4,488261
727.6,1,5,243354
1668.3,3,4,505635
1062.7,3,5,435187
1514.8,4,1,369250
1075.9,2,2,288440
1546.9,6,2,423131
1904.4,2,3,409906
1406.5,2,5,482718
1328.5,3,1,285969
1090.1,6,3,309403
1538.5,3,5,532215
1984.9,3,2,438299
1449.8,4,5,528544
2186.2,6,3,564651
1359.9,2,4,367878
2448.0,6,2,583230
510.2,4,3,206706
1217.4,5,4,417349
1077.9,2,1,209717
1441.1,4,5,493712
1787.6,5,2,423891
2781.5,3,4,750243
1547.6,3,5,542700
1923.8,3,4,494340
1091.2,4,4,373072
1344.1,5,2,346849
1839.2,4,1,440060
741.4,3,3,220316
927.9,6,4,358037
1539.5,6,5,580699
1417.8,3,1,337418
1608.5,1,3,326786
658.6,2,3,175623
1329.5,5,1,325119
1372.1,5,3,415619
1596.3,5,3,461888
1923.6,6,1,377531
1522.6,4,1,319607
951.1,2,4,308366
1661.9,6,2,416328
624.0,5,1,178954
1548.7,1,5,491222
1741.2,1,2,390647
1468.1,3,3,369476
1827.0,1,4,463485
839.0,1,5,265252
2633.4,1,1,488667
1038.2,2,3,323584
400.0,1,3,134232
859.6,5,2,271253
2966.5,1,5,841334
2045.0,3,3,500276
866.2,4,3,220922
2087.2,3,4,532536
2139.3,1,4,575677
773.9,3,4,324454
2110.1,4,1,423415
1293.8,5,2,332789
1848.9,6,2,499710
1980.1,4,1,435876
1968.9,1,1,385207
1399.5,6,3,397914
1088.6,1,1,179956
1762.6,4,4,486978
1910.4,4,2,433246
1733.2,6,1,391621
1468.5,5,4,489466
1836.1,5,1,433851
684.6,5,4,273467
1865.6,2,4,522826
1397.4,6,3,456515
2055.6,2,3,546498
1580.1,4,1,352075
1801.1,1,4,465099
1791.7,4,3,461057
1313.6,5,1,324657
1124.6,6,4,480583
1967.8,3,5,655660
1662.2,6,5,638845
1638.1,5,5,559533
1961.1,5,4,601112
1809.6,5,1,374911
2180.0,4,2,528209
1324.8,6,1,331782
1767.3,2,2,338161
2168.0,3,3,487406
1191.0,6,4,423187
1016.7,5,1,270593
1451.2,1,2,301875
1518.3,6,2,400260
1614.0,1,5,533466
1895.4,5,5,655201
1765.9,2,4,462675
2806.7,2,4,714528
2139.1,6,2,512459
1197.0,2,5,412446
1948.2,6,2,463463
1481.9,4,5,538158
1822.3,2,2,347375
1661.7,3,2,359722
618.4,2,1,148031
1145.0,5,5,459877
1576.5,2,2,349636
1877.7,2,3,419039
949.0,3,5,368399
2194.4,5,3,575413
1950.2,5,4,580980
1009.5,5,2,303800
1497.5,1,4,385914
1952.3,5,3,514968
2095.1,4,2,469368
824.1,4,3,342315
1174.8,3,5,427954
2018.4,5,2,456169
932.6,6,3,328955
1801.1,6,3,475531
1496.7,6,5,533128
1397.2,1,4,375864
400.0,1,4,175252
2033.3,3,3,507175
1131.3,5,3,358500
1202.1,1,5,405044
1741.3,1,2,349651
1502.8,6,5,530120
1500.2,1,2,330069
1426.1,2,3,345948
1221.6,2,1,269282
1188.8,1,4,339231
1796.7,4,4,531932
1027.8,5,5,445896
1173.8,6,1,327678
1524.7,2,4,416710
1811.2,6,2,482108
1122.4,1,3,331691
1090.5,1,2,249264
1353.9,4,4,441183
1051.8,3,3,333306
1437.2,1,3,365394
400.0,2,3,148762
2249.9,1,2,409514
1464.0,6,5,558716
603.1,2,4,223488
1208.5,3,5,426902
1525.9,3,1,302670
1434.7,5,4,481286
830.8,6,1,241846
2113.5,4,1,467027
1923.0,1,3,415125
839.9,5,4,339312
1656.6,1,3,371866
1032.3,6,2,313906
811.0,5,1,246488
1032.1,3,2,208068
1857.7,5,5,658608
982.2,5,3,346430
1620.1,1,5,514014
770.5,1,5,282218
1827.1,4,2,444058
1338.3,3,2,337711
1693.5,6,4,587054
865.6,5,1,254512
2554.5,1,5,732341
2447.5,3,2,505832
400.0,5,2,185613
2123.6,3,2,481261
1564.5,6,2,439261
1728.9,3,3,422767
1699.8,6,4,542776
1947.0,2,4,533525
1192.7,2,2,310977
739.4,1,5,318317
1160.1,4,2,324556
1096.2,1,5,342191
1502.5,2,4,397123
1487.0,6,5,629385
1237.8,5,5,506287
1148.5,2,5,387957
1831.9,4,1,375156
963.8,1,3,281548
1875.7,4,2,432739
1471.0,2,2,361514
1217.0,2,5,432868
996.4,4,5,401019
2194.6,5,4,687608
626.8,6,4,313540
1715.5,1,5,506229
1430.9,6,5,609327
1366.8,5,3,423316
854.1,2,2,209297
1113.1,5,4,421911
2660.7,2,2,572972
2045.5,1,2,433211
2002.5,1,5,579292
1855.0,3,1,384300
1631.7,6,2,405539
2224.7,5,1,459513
1612.0,2,5,508579
2684.3,5,5,895350
2142.8,3,3,540292
1684.1,6,4,517738
1832.6,5,3,506093
1477.9,6,3,443315
2379.2,3,5,752332
1216.5,6,4,485249
1838.7,3,1,363580
1571.8,5,5,577707
1112.9,3,1,273995
1720.4,2,4,472064
400.0,3,1,102725
1955.9,1,1,403929
2285.4,6,5,803684
1246.1,5,2,369080
1329.3,6,1,329397
1414.4,1,1,238441
2021.5,5,2,482265
2274.7,1,4,578370
2164.2,4,2,521958
2098.4,4,5,685100
1697.9,4,1,392611
500.4,4,3,178859
1406.5,5,1,327776
1970.8,4,3,508956
1962.8,5,1,399321
1409.2,5,4,507092
572.6,3,4,228988
1949.6,6,1,422521
1067.9,4,2,269417
1069.6,3,2,247054
2022.0,3,4,578793
1587.9,3,1,313777
1957.8,5,2,481929
816.7,5,3,284026
1461.8,2,4,435266
677.8,3,1,195293
2017.6,6,4,644719
1912.9,1,5,632865
1022.3,5,2,293803
1384.0,2,3,351206
1808.9,4,1,390219
1006.5,4,5,421383
640.5,2,1,153467
1481.0,5,3,442835
1887.5,2,1,419270
1004.1,4,5,408892
2172.3,1,1,395855
1702.0,1,1,295619
2149.1,4,1,400211
976.6,4,2,254190
997.7,5,5,402470
1168.6,3,1,235537
2231.7,5,2,506029
1535.9,2,5,472380
1403.6,1,3,309407
2185.0,3,1,405075
890.8,6,2,273668
1631.8,5,1,430893
1451.2,5,5,532432
2305.7,4,3,554888
1974.4,6,3,552720
1255.5,2,5,391175
2354.6,4,1,432635
1592.2,6,4,502396
1791.5,1,5,533459
1699.6,5,1,386046
2354.6,4,5,778433
400.0,1,3,142699
1769.0,2,4,521713
2634.4,5,2,595667
868.9,2,4,278867
1012.5,4,5,389305
1618.7,6,4,536648
2130.4,1,3,455689
1669.6,3,2,354326
1392.9,3,2,380186
1495.2,6,2,375701
1318.3,1,2,331076
1268.8,3,5,482107
820.3,6,5,412129
2562.8,2,1,440367
1589.0,5,3,442476
994.2,6,3,323963
2062.5,6,1,498664
400.0,4,2,189838
854.9,4,4,345359
1650.8,3,3,412386
1476.5,6,5,583741
1783.8,3,3,460410
1043.6,2,5,358824
1284.3,5,1,353880
1401.2,4,2,340062
1089.8,2,2,296303
940.3,1,2,194603
2280.0,3,4,604411
974.2,6,3,337650
1370.1,3,3,353569
1015.1,1,2,211606
1192.3,6,3,336233
774.6,4,4,305169
854.3,4,5,352428
1317.0,4,4,412976
1332.0,3,5,485258
1632.1,2,5,502981
2547.5,6,4,743831
1609.3,4,4,470720
1244.8,5,2,385707
400.0,3,5,246982
845.9,5,1,243967
2378.8,1,5,691631
1858.9,4,1,350090
1655.9,5,1,359715
1773.0,6,1,449036
912.3,2,5,318913
1671.6,5,2,417021
1379.3,1,2,253849
2054.5,2,3,491244
1421.6,1,1,269904
1092.5,6,2,306884
1651.0,5,4,487186
1273.8,3,2,364115
1790.5,3,4,495110
1508.5,4,5,524026
1988.0,6,5,737016
1026.9,5,5,389946
2277.8,6,1,530729
1696.3,6,5,629853
1512.9,2,5,482629
1997.5,1,1,344740
1847.7,1,2,380164
1824.1,4,1,368591
1725.0,4,1,365894
1856.7,3,4,495463
1376.9,2,3,346967
1794.3,5,4,541907
1231.2,3,3,338229
1105.5,1,3,261578
1246.2,1,2,311286
636.3,3,2,192689
882.6,3,5,367667
1336.4,2,2,302931
693.9,1,1,174674
1302.6,1,5,393582
1916.2,6,5,690064
1336.1,2,2,305683
1303.2,1,1,200627
1414.7,1,1,279690
400.0,1,5,153733
1551.3,6,4,510640
1847.5,1,2,400856
1967.6,1,5,581722
1253.0,3,2,295620
2231.5,1,2,454421
1619.4,2,2,341073
1988.9,4,1,412365
1333.8,3,3,331865
2221.0,4,4,649951
1248.7,3,1,247010
1677.1,3,4,492216
1509.9,5,5,518403
874.3,3,1,214677
2271.4,5,2,537715
1328.8,2,1,249608
892.2,6,1,279202
1080.4,5,2,313691
1897.2,6,5,684666
2309.3,6,1,501242
1050.8,2,2,287076
1722.6,4,4,520915
1250.4,2,5,392721
400.0,1,2,96344
1853.5,5,5,635286
978.1,4,2,266229
1845.6,3,2,425847
1775.6,2,4,497289
1278.8,5,5,518799
1685.0,2,2,289307
1925.5,6,3,541679
646.5,1,1,137575
1656.4,3,2,396895
1741.5,4,5,630071
1392.1,6,2,349892
2291.0,3,1,441290
1608.6,3,2,392391
2613.2,2,1,491333
2235.2,4,5,758274
2420.2,5,1,528403
1880.7,5,4,565806
2085.9,1,5,594020
1379.1,6,4,461872
2560.2,1,4,658151
959.9,1,3,259084
2415.5,6,1,522274
1432.0,1,4,381296
827.8,1,5,297783
1816.4,5,2,449701
1468.0,6,2,391865
1829.4,3,1,402152
2490.0,4,3,575402
929.5,4,1,263340
2287.0,3,5,690077
1888.6,3,5,622087
1939.9,5,4,614718
616.1,6,1,243462
1768.8,6,5,664194
2069.4,4,5,643469
2525.7,2,4,624644
734.5,3,5,323510
1356.4,5,5,520410
2900.7,6,2,645759
474.1,2,1,67357
2100.1,1,5,608733
1663.5,4,4,502294
1191.2,5,3,352790
1325.7,3,5,467011
2798.9,2,5,815059
1965.2,2,4,540523
1453.1,2,2,322758
1135.9,4,5,437369
1980.6,3,3,480523
1372.6,6,4,466976
1079.6,6,4,439520
1418.0,1,3,316775
1746.5,3,4,514447
1435.9,1,4,361358
2423.4,1,2,524107
1933.4,1,2,455536
1375.2,3,2,341558
1924.2,5,1,432869
1370.3,3,3,361480
1434.0,2,2,325613
1522.8,4,4,449701
1280.8,4,3,340153
2083.8,3,1,424242
2053.2,1,2,395730
1031.5,3,5,405332
2368.4,2,4,636046
1768.2,6,3,532436
454.9,1,1,94560
1620.7,4,3,405073
1823.6,6,5,691634
1159.7,5,5,493397
2708.2,6,3,703501
1058.7,2,3,300501
1784.8,5,3,462093
1159.1,3,3,320695
1183.1,4,5,449819
1560.3,2,4,452196
1094.7,1,4,319118
1327.9,4,2,353687
1168.3,2,2,282252
703.0,1,5,255327
1341.1,3,4,397971
2545.1,6,5,868568
1213.8,4,2,333745
1469.9,1,5,477467
1548.8,4,1,372318
2374.7,2,1,458023
1721.8,6,3,523323
1049.3,1,3,277197
646.3,4,1,158050
1032.2,2,3,297618
1561.2,1,5,451458
909.2,1,1,226289
2163.9,2,1,359663
1328.3,6,4,419807
2173.7,4,1,486298
1304.4,3,2,366129
1080.6,4,1,296090
1012.2,4,2,319512
1750.9,6,4,534786
2137.2,4,4,634662
1724.0,2,1,316938
897.3,2,4,312560
1541.4,3,5,513252
1411.1,6,5,565937
417.6,2,5,230056
1519.5,6,5,595777
1942.8,6,5,719754
2315.0,2,3,513883
1909.5,3,2,409586
703.1,6,4,324029
1064.8,1,2,212717
1971.4,6,4,632969
929.4,5,5,424805
1802.3,4,2,392882
1257.0,6,2,400807
1468.3,1,1,318147
940.7,3,4,315500
1675.0,1,1,301614
1287.4,2,4,403624
2385.8,4,2,509292
1272.3,4,5,520104
2677.1,4,3,642159
1753.6,1,3,433679
1401.9,6,4,507008
1154.5,6,4,499707
1406.5,5,3,430193
1280.8,5,4,487025
1502.3,3,5,502184
1378.5,6,5,536289
2285.8,5,1,473107
1865.7,4,1,397302
1997.6,5,1,434424
2092.0,6,3,566530
1287.2,3,5,466529
881.1,1,1,206151
1698.8,4,1,335227
1509.2,2,3,367995
1429.7,4,4,438781
2685.1,6,1,565035
1800.8,2,3,427517
986.4,3,2,295697
1642.4,2,2,373618
1734.7,6,2,477207
1148.3,3,2,284832
1896.1,1,1,372845
933.2,6,5,430714
1097.6,3,1,229350
1349.4,5,3,432942
1293.9,5,5,510416
1559.1,2,4,432574
1126.4,5,4,383827
1700.5,1,3,365780
1667.5,2,2,406750
400.0,6,1,214869
2168.2,2,4,548453
1749.4,2,2,362469
1411.7,3,5,495527
1085.6,4,3,316946
1847.6,3,5,584799
1184.0,1,3,268634
1284.0,2,2,292197
1349.9,3,4,373651
1307.7,6,5,521474
1370.1,2,4,418013
669.8,3,2,177501
1710.7,6,4,555250
1088.2,3,5,412647
1424.3,3,5,519202
1253.2,1,1,213734
1489.7,2,5,463198
1410.6,4,3,389839
1289.1,5,1,341153
1569.3,1,2,346455
1939.8,3,5,668376
1652.8,1,5,485078
2030.4,5,2,466735
2114.6,6,4,631426
1274.4,1,4,329476
2311.1,2,1,411229
1300.8,3,4,408041
853.6,5,1,203260
1609.3,1,2,367950
1781.8,3,4,501996
2483.4,1,5,727765
1928.5,5,5,643156
2141.7,2,1,386333
2129.5,4,3,518605
1211.0,1,2,253048
1766.1,2,5,542986
1190.3,4,4,394970
1554.4,2,2,331538
1534.4,6,3,472170
1670.7,1,4,455817
2318.2,6,1,543715
2173.3,4,3,548231
1505.5,3,4,438851
1322.4,5,4,450251
2109.2,3,3,520700
1620.1,1,5,474775
2164.6,6,1,496065
400.0,2,3,169816
1518.4,4,1,295936
2145.1,3,3,564522
895.3,5,1,260553
762.9,6,2,252823
784.0,4,2,219114
1565.0,3,2,371571
1160.8,2,3,282144
1700.7,4,1,344631
1986.3,3,4,542026
1176.8,6,5,519924
1765.1,6,4,561261
1544.4,5,1,337360
494.4,4,1,210800
1019.0,2,2,261910
1761.4,3,4,479965
1803.0,1,2,378063
799.7,1,4,243539
1433.9,2,5,469946
424.5,3,2,161607
1488.1,5,4,480920
1800.2,2,4,499173
713.3,4,4,287488
994.3,3,1,241955
826.7,5,4,347354
1589.5,3,1,332067
1884.8,4,2,459868
2329.0,4,3,606840
742.2,2,4,243252
1479.7,6,1,350836
2000.0,2,4,498905
1646.6,4,3,456032
810.6,4,2,244454
1407.7,6,3,402196
2004.7,2,4,520553
1508.8,6,1,380113
1839.5,1,3,437064
1971.6,1,4,517778
797.3,1,5,276825
1088.5,1,3,286830
1146.0,5,1,296694
1446.1,6,1,364055
1461.4,4,5,509972
1946.6,1,3,465647
1113.9,2,4,350579
2240.2,2,3,507317
2209.0,4,4,652615
1947.7,1,3,407374
2353.0,5,4,660153
1409.1,4,4,414594
756.4,5,1,220928
856.4,4,2,238427
1596.3,4,4,510807
1306.5,1,1,258543
1134.7,3,5,411531
1904.7,4,4,567188
1433.0,3,3,396244
839.9,1,5,321777
906.4,4,5,382915
1999.7,6,3,548060
780.4,1,4,210582
837.5,2,4,276218
2078.4,4,3,530729
1878.3,2,5,572485
2233.8,6,1,487777
1914.9,5,4,575546
1801.5,1,4,474958
1625.5,4,2,389665
1633.1,6,5,631966
2041.8,4,4,573913
1066.0,4,5,445794
1366.0,1,2,306420
961.4,3,4,348651
1609.7,3,1,339522
1842.1,2,3,436099
1741.2,2,4,439273
998.0,5,5,456257
2062.2,6,4,638631
1186.4,5,2,327732
1367.9,5,5,551562
1987.3,6,3,564438
1531.9,6,4,507719
1386.6,3,3,375472
2758.0,4,3,659575
1661.5,2,3,430167
1519.2,5,4,466728
1375.2,3,1,331571
1309.9,2,5,463953
1532.6,3,2,350218
1113.6,1,4,297662
1093.6,6,5,495527
1299.1,4,3,336254
1849.8,1,5,558321
2009.6,5,4,606630
615.5,1,1,155905
1646.4,4,4,481613
1414.8,5,2,435345
2776.5,6,5,929498
1376.4,1,1,295816
932.4,3,1,237406
1885.8,4,3,507154
1869.5,2,1,333507
1388.3,1,4,416608
1724.2,1,3,407452
2066.2,2,4,558981
2147.5,1,4,558148
1777.4,2,3,436402
1177.4,4,1,287389
858.2,2,4,270134
1172.8,2,5,375070
1987.7,2,2,466438
1778.2,3,5,561261
589.0,1,4,218137
519.0,3,5,269246
400.0,2,5,184030
1732.2,4,4,535485
1322.6,3,4,392756
1318.3,3,4,448594
1474.4,3,1,313367
1284.9,5,2,372949
1224.7,3,2,292980
2213.9,3,5,677587
1907.3,5,1,415958
1970.3,6,1,482040
2274.2,1,3,465416
2056.2,3,2,439806
999.1,4,2,280885
1793.6,2,5,542185
585.4,3,1,142996
1113.1,5,3,375358
1988.4,2,5,598300
1189.7,3,4,354297
1723.3,1,3,379927
2318.5,3,3,547046
1467.7,2,4,424554
1366.8,2,1,253027
1359.4,2,5,445432
1307.6,5,2,340788
1269.0,2,5,396611
1441.2,4,2,349570
1676.9,4,5,606423
1368.1,2,1,288412
1365.0,5,3,419059
1537.9,5,3,381304
932.4,3,5,348733
1400.2,2,4,408540
1835.3,2,1,347276
915.9,3,3,274685
1750.6,2,1,344201
1853.9,2,5,543225
2405.0,1,4,590551
1667.5,5,2,397928
1129.4,5,4,411116
1473.9,5,2,375708
1240.0,1,4,309248
1406.4,5,5,538576
847.4,3,2,271627
1465.6,1,4,348632
2137.0,1,1,413287
2161.6,4,1,425163
1837.8,6,2,467978
1107.0,2,3,252254
1763.3,3,2,407280
1410.6,6,1,360307
1353.5,2,4,429787
2098.4,4,4,610283
1345.6,5,5,480523
1326.6,6,3,417211
1740.9,6,5,660595
827.4,4,4,279665
1415.9,2,4,348406
2142.6,2,2,406728
2249.2,4,5,740601
1064.5,6,1,290056
1015.9,6,3,376123
1214.6,3,1,304469
400.0,5,2,209753
2360.9,1,2,492282
1860.7,4,5,661621
952.9,3,1,239296
821.4,5,2,278520
1511.2,6,2,360682
1686.6,5,1,366465
2535.9,1,2,477327
1261.3,5,3,411974
1618.9,1,4,399497
1268.6,3,3,318165
1418.5,1,2,294303
2447.0,4,4,714327
2876.4,4,5,940696
1855.7,1,1,340088
844.9,5,2,281717
1972.4,5,1,425727
1524.0,1,2,336092
1643.5,4,3,388858
1434.3,5,2,407029
1222.5,6,3,393176
1767.3,1,4,443902
1224.7,3,4,365519
1370.5,3,2,339955
1525.7,3,4,483610
1656.8,5,2,451552
771.5,6,1,231402
1691.8,6,4,570444
1277.0,1,2,257647
1773.4,6,3,485545
2610.4,5,5,852097
1079.7,2,3,297098
1472.1,1,4,403741
1320.6,6,5,549891
1236.2,3,3,301029
922.7,5,2,300574
1573.4,5,5,637491
1044.2,3,4,354985
2333.2,2,4,636738
1663.2,4,4,518176
875.2,4,2,280929
1687.3,4,5,553401
1554.8,4,5,533377
940.6,6,2,337184
1484.3,2,5,504772
1611.2,3,2,366590
2579.1,2,4,667968
954.9,6,1,302964
1684.4,5,4,537098
918.5,5,1,281817
1331.2,5,2,351444
1002.4,1,2,256090
2229.1,6,3,601440
2145.9,3,2,446716
2062.6,6,1,507210
1189.6,5,1,352449
1084.2,3,3,294132
1511.6,6,1,359787
2435.8,5,1,520675
2006.6,1,2,405956
2732.4,5,1,550147
1345.1,6,2,414701
1498.1,4,4,434448
1862.6,6,1,411462
1471.9,6,3,443386
1472.6,5,3,427026
991.3,2,3,304891
1068.7,3,2,301099
2655.6,5,4,731014
1230.3,6,3,405580
2056.7,4,5,669918
670.3,2,4,268859
1528.5,1,4,394700
980.3,1,2,199992
1394.1,2,1,312785
1965.2,1,4,456852
1356.0,6,3,406697
2461.0,3,5,699916
1666.9,3,3,435803
1601.0,4,5,542398
1322.2,5,1,354759
1064.3,2,3,311561
1139.2,1,4,302646
1744.7,1,2,417015
1122.4,3,1,234548
