StudyHours,AttendancePct,PastGrades,FinalExamScore
21.0,90.6,45.2,94.1
2.2,86.5,50.0,57.3
13.1,76.9,59.7,80.0
20.6,78.2,35.9,85.6
10.8,82.3,63.3,61.9
21.7,90.3,60.6,87.5
4.8,76.8,46.9,59.8
4.2,92.2,77.6,66.2
12.8,84.9,61.5,85.5
9.3,73.1,98.3,79.8
4.6,88.5,76.6,70.6
8.3,89.0,75.6,79.6
8.8,70.4,75.5,83.0
3.1,82.4,100.0,94.0
6.5,68.3,77.6,65.1
6.8,87.1,48.7,70.9
18.5,86.0,49.0,85.8
6.5,91.1,40.7,64.6
4.7,72.5,38.7,52.3
9.0,91.9,51.5,63.7
3.3,89.9,65.8,72.9
2.4,86.9,27.4,38.0
2.8,92.2,73.6,59.7
17.6,91.8,56.9,61.3
11.8,79.3,83.1,83.3
16.4,74.5,100.0,86.0
3.8,87.5,90.5,79.3
2.5,87.3,45.4,53.0
9.1,63.9,71.6,70.9
17.0,68.2,73.7,88.4
4.3,84.1,100.0,87.0
2.3,85.0,91.2,66.3
12.7,87.7,72.8,84.6
10.5,71.4,63.9,73.0
10.3,98.3,48.1,75.1
11.2,85.5,55.9,73.7
9.2,80.9,83.3,85.3
8.6,85.3,58.2,80.9
9.8,93.2,65.3,89.8
5.3,86.4,56.1,75.7
6.1,85.7,73.5,67.4
1.9,66.7,66.4,90.3
10.3,71.2,67.8,59.2
10.9,95.4,85.4,92.1
10.4,72.2,68.2,76.2
7.5,77.7,77.0,84.4
12.4,67.9,52.1,57.1
10.5,71.4,41.9,80.4
16.9,81.2,48.7,76.4
3.5,100.0,71.9,71.3
12.3,98.3,65.1,90.9
16.9,84.2,73.5,81.3
4.5,79.1,68.0,64.3
9.3,88.0,38.3,67.0
7.1,93.0,56.8,78.4
3.0,82.8,93.7,70.9
8.6,69.1,46.6,77.5
5.6,81.8,19.2,58.6
7.5,88.9,70.2,74.4
15.6,68.3,53.2,78.8
5.8,78.1,57.4,65.1
8.4,92.4,84.7,79.1
5.3,85.9,85.0,89.3
15.2,81.3,62.3,93.0
3.2,74.5,55.3,62.3
8.0,71.6,48.7,62.0
7.1,100.0,64.9,78.5
20.0,92.8,65.6,85.9
10.4,92.0,53.4,77.0
7.9,87.4,41.2,71.5
20.6,81.3,83.6,100.0
6.9,74.8,78.9,61.5
4.4,79.7,70.6,75.9
7.2,81.8,69.1,62.5
5.8,81.7,81.9,93.0
10.6,76.8,61.7,74.9
9.3,87.5,85.7,80.5
2.6,93.0,39.5,54.9
6.1,81.1,58.6,71.4
27.8,85.2,86.8,100.0
2.8,100.0,74.2,56.2
6.1,91.0,81.5,93.1
11.6,96.0,74.2,89.8
11.6,95.3,46.2,68.2
4.8,98.5,49.6,48.9
13.6,83.6,60.6,93.7
8.9,89.4,91.8,87.9
18.5,87.7,66.4,92.7
13.8,93.5,100.0,92.8
2.3,78.9,37.4,42.7
14.1,94.5,75.4,97.3
5.6,61.7,66.8,67.7
11.1,85.4,42.9,67.4
11.3,81.6,51.2,80.2
5.4,74.9,62.7,64.7
11.9,85.5,83.2,76.5
11.9,74.0,33.6,52.6
7.0,86.9,67.4,66.2
1.7,74.1,43.7,49.6
17.2,71.2,64.0,84.8
10.2,73.6,81.1,77.6
15.1,75.8,46.2,86.2
6.8,76.7,64.7,69.1
6.6,87.4,68.1,80.2
3.8,90.6,37.9,57.2
3.2,69.2,49.6,58.3
15.6,78.6,68.6,87.5
7.7,90.7,50.5,69.5
11.0,81.4,90.7,95.2
5.9,94.7,54.9,55.6
5.5,73.2,78.4,71.8
5.1,96.9,96.1,81.3
11.9,90.6,62.2,76.8
9.3,81.0,89.1,80.6
24.9,74.7,47.2,82.3
5.3,90.9,65.8,62.8
6.4,75.7,73.5,59.2
20.1,84.5,81.7,92.8
10.6,92.0,70.8,90.2
6.3,79.3,44.6,63.4
13.9,92.3,57.3,91.2
7.2,83.4,44.0,59.1
11.7,89.4,65.7,89.5
6.3,84.9,62.0,74.4
5.0,97.8,69.6,72.8
6.5,100.0,77.2,87.9
6.3,98.7,39.0,68.3
3.7,96.9,80.2,77.3
4.8,66.4,40.7,58.3
2.3,85.1,77.2,72.0
4.6,93.3,44.3,49.1
9.0,74.7,59.5,70.8
10.3,97.1,100.0,94.9
9.3,69.2,64.0,72.0
9.0,80.1,60.8,79.5
3.4,78.2,42.7,64.5
10.4,69.3,54.0,69.7
6.1,100.0,71.6,80.0
6.9,86.8,39.7,73.2
38.4,81.6,70.2,100.0
6.1,96.0,49.2,78.6
15.0,86.3,65.7,88.5
6.2,73.0,76.1,61.3
14.4,100.0,63.1,88.9
10.6,87.3,64.4,74.0
7.0,70.4,79.6,79.1
4.1,59.7,31.2,46.5
12.5,96.8,82.9,72.3
4.2,100.0,37.9,64.6
5.2,100.0,60.9,74.7
5.8,83.2,53.4,64.5
10.4,70.0,58.5,81.9
18.4,73.6,71.0,88.0
3.6,59.2,63.7,55.1
4.6,81.3,64.9,71.1
6.9,79.5,42.0,50.5
16.9,87.8,53.2,78.3
29.9,78.9,71.5,100.0
3.6,82.4,78.6,62.4
7.0,90.3,83.6,84.2
9.7,94.9,97.2,78.2
11.3,97.0,63.8,92.0
7.4,70.0,73.0,61.7
11.1,81.5,74.7,74.7
7.7,97.3,82.0,79.4
14.1,89.4,69.0,93.0
18.7,74.6,100.0,92.2
5.1,100.0,62.9,74.7
7.0,79.0,58.0,68.2
11.4,78.6,48.0,74.7
8.1,86.8,61.2,77.7
4.4,86.7,60.9,69.8
5.9,67.5,61.3,72.2
4.4,88.5,70.7,65.4
7.3,92.9,51.6,72.8
12.2,91.1,46.2,77.0
3.5,90.4,56.3,79.0
6.8,66.7,48.4,53.3
11.7,83.9,79.2,90.7
4.8,100.0,66.0,68.1
7.4,88.8,54.7,66.8
4.0,90.3,84.2,74.6
11.0,73.6,54.9,63.4
5.6,84.7,72.9,70.0
3.6,82.5,100.0,68.1
15.0,90.7,64.7,87.5
8.1,91.4,81.7,77.0
12.1,79.4,53.0,58.4
5.9,89.6,65.5,72.4
3.3,89.3,69.3,70.4
11.3,85.4,67.3,76.0
8.4,99.2,49.1,57.1
16.5,85.5,54.0,71.8
14.1,72.7,49.0,79.5
6.5,86.7,71.4,75.7
16.2,87.8,53.2,65.5
6.2,88.4,60.2,74.5
19.5,95.7,46.4,86.5
12.3,84.4,56.1,90.6
15.4,75.1,86.2,86.7
6.2,68.4,57.4,58.5
6.1,99.9,39.2,75.1
23.6,79.5,82.0,100.0
13.0,81.3,77.8,94.0
13.7,100.0,78.6,89.6
12.3,71.3,73.9,89.1
16.2,91.8,77.2,96.3
11.9,99.9,46.2,68.9
11.7,80.7,63.3,81.4
8.8,81.7,66.4,69.7
20.8,65.2,86.7,80.9
10.7,88.9,42.9,69.2
13.5,82.9,43.3,74.7
17.1,91.7,68.3,90.7
8.8,74.0,64.8,65.1
2.8,100.0,83.0,75.8
12.4,69.8,59.9,56.9
6.9,97.1,53.2,66.9
8.3,92.1,73.7,86.8
3.3,100.0,56.9,70.7
6.9,80.7,55.3,69.6
7.2,100.0,56.5,76.4
6.2,85.2,86.1,74.3
13.9,62.4,74.6,79.1
2.6,90.9,58.0,54.5
10.5,91.1,86.8,76.3
2.5,96.9,71.1,75.9
11.0,100.0,54.9,83.8
8.4,94.2,66.8,70.7
2.7,69.1,78.8,69.2
5.2,77.5,51.4,50.6
9.7,95.0,68.9,74.4
4.6,89.6,45.9,71.3
17.7,93.9,85.1,100.0
5.5,70.0,57.6,39.4
14.3,98.1,70.9,83.1
14.4,89.7,67.7,94.5
4.7,74.8,85.8,78.9
8.8,91.8,60.2,74.2
10.4,77.4,64.6,85.9
11.5,85.6,78.4,72.5
12.4,93.4,97.4,95.4
4.6,83.0,78.7,84.7
5.4,80.2,72.8,67.3
6.8,81.0,67.8,65.5
8.5,100.0,40.4,60.4
13.4,55.5,52.3,71.4
12.1,85.7,63.8,81.3
8.9,77.0,86.9,86.9
5.8,72.3,43.2,52.6
5.7,81.7,64.0,67.7
2.2,61.9,35.9,45.8
10.1,82.6,63.0,65.1
10.0,81.3,47.4,61.8
5.5,93.7,61.9,76.2
3.8,87.3,34.2,47.0
2.4,92.6,47.4,64.1
5.0,95.4,76.0,71.9
11.1,83.8,60.1,70.5
8.1,80.9,63.7,69.2
8.0,70.1,65.7,73.5
2.7,77.2,65.5,65.7
6.9,82.6,54.4,61.5
4.3,73.6,84.3,65.3
21.0,88.5,98.6,99.0
20.2,84.9,54.2,92.7
7.5,78.9,70.7,73.7
7.3,71.5,77.1,74.2
12.9,66.7,73.1,73.7
10.2,88.5,71.6,92.5
6.5,82.0,66.3,73.0
4.2,99.4,66.5,69.8
7.4,91.8,63.3,77.0
9.7,91.9,81.6,86.2
3.1,77.2,56.8,58.3
5.9,86.0,47.2,59.7
8.8,79.6,54.2,72.0
10.3,99.9,80.7,80.8
10.3,88.0,51.2,74.7
5.5,97.2,80.1,85.7
17.3,74.3,68.3,83.3
18.1,83.5,62.7,79.0
9.5,67.7,61.1,73.0
8.0,94.1,66.3,74.6
10.3,81.4,75.7,69.6
4.7,95.6,58.3,87.6
15.6,61.6,47.5,63.1
11.2,77.1,86.4,76.2
8.8,72.5,90.9,65.5
5.9,100.0,78.1,86.2
5.4,81.4,71.1,53.9
16.2,81.2,74.4,82.4
14.1,75.7,53.8,79.3
12.2,87.2,60.0,81.0
9.5,84.0,98.5,97.5
10.1,92.0,49.3,70.4
11.4,68.8,69.0,82.7
14.1,100.0,60.2,84.8
5.6,97.3,63.8,66.6
7.5,73.2,57.8,67.5
4.7,92.3,57.8,71.6
8.0,94.1,43.4,70.7
3.5,92.7,72.5,85.9
14.1,74.8,59.2,86.9
3.4,90.1,66.5,73.2
7.1,64.7,75.8,65.2
4.6,83.4,47.8,55.5
3.6,84.4,59.4,71.9
24.2,63.1,52.4,91.8
16.3,93.7,65.0,94.2
4.8,98.6,65.0,78.4
6.9,75.1,62.4,60.8
25.1,91.2,90.1,100.0
9.6,76.0,74.9,83.0
8.4,78.1,44.1,61.9
3.7,97.5,68.0,91.8
6.1,96.4,42.0,68.6
9.0,88.6,71.0,76.7
16.7,83.5,49.7,82.7
7.1,92.2,55.4,72.0
8.8,84.6,69.1,85.3
7.4,91.1,44.3,57.6
6.4,98.0,74.2,80.2
4.0,84.9,58.6,54.0
3.4,75.5,52.4,57.8
10.9,83.1,56.9,70.1
7.5,93.9,52.1,84.1
5.3,81.3,51.9,63.9
9.3,95.1,66.5,91.0
4.9,83.4,91.8,75.8
3.6,81.3,74.3,66.6
2.4,86.8,54.8,46.6
5.1,86.7,57.7,81.3
6.7,85.6,43.0,61.6
5.3,71.6,61.6,76.1
6.9,76.2,58.6,68.5
19.2,86.0,55.7,91.5
6.2,91.3,73.4,85.7
3.6,76.2,61.1,49.4
12.3,100.0,69.9,81.9
3.1,65.5,72.0,73.3
7.7,81.8,65.9,67.2
8.2,72.5,68.7,65.3
10.7,80.1,63.3,71.0
3.6,71.9,77.8,75.0
7.1,91.1,75.2,70.3
5.6,79.5,53.8,64.3
18.2,70.9,84.6,91.9
1.2,93.7,61.5,57.6
11.6,62.4,66.1,76.4
2.3,85.7,71.2,58.4
10.7,64.3,80.5,79.5
17.2,89.0,73.8,80.2
8.7,77.4,69.0,61.1
10.0,82.9,61.4,79.2
14.0,79.7,46.5,75.4
12.4,75.0,83.5,89.0
2.5,98.5,77.9,59.5
12.0,77.1,59.5,75.3
10.7,80.5,73.4,81.9
8.8,91.5,55.8,68.3
4.2,77.8,80.7,65.3
8.2,83.3,85.7,89.5
0.6,86.4,85.2,73.8
2.2,90.6,80.6,72.1
23.3,76.2,70.8,89.3
1.4,83.5,84.4,66.3
5.8,75.0,68.2,64.9
7.4,82.3,30.0,76.1
8.8,80.7,51.2,52.3
9.4,93.0,48.7,64.1
6.2,93.0,67.3,58.7
4.5,79.8,78.6,90.0
2.6,83.1,60.1,62.7
5.4,84.4,70.2,79.9
10.8,95.9,60.6,77.3
6.4,84.7,85.3,76.7
8.7,77.5,66.3,82.8
1.5,87.4,45.0,63.3
9.5,64.6,61.8,63.0
12.8,89.7,62.2,94.4
8.4,96.0,63.9,85.8
12.2,88.8,56.1,78.3
8.2,97.8,76.2,71.2
11.9,83.0,85.9,74.9
12.5,81.7,58.2,70.5
15.4,59.0,54.6,73.4
11.9,75.8,63.3,80.6
15.6,86.3,76.2,89.2
16.8,81.2,49.5,88.8
2.6,83.0,84.8,67.6
19.2,67.5,58.3,67.1
0.5,87.3,57.4,69.5
5.9,76.1,72.1,91.8
12.5,82.3,33.4,60.3
7.6,90.9,79.9,97.9
10.7,100.0,100.0,96.1
6.1,71.7,91.9,82.3
5.7,95.7,76.9,79.5
6.4,81.4,79.0,70.0
5.7,92.9,64.0,84.9
4.9,76.9,64.7,75.6
8.5,77.9,48.5,74.3
4.0,85.4,56.6,55.7
17.1,89.7,52.1,81.0
11.7,74.2,74.6,81.0
6.7,97.2,62.3,75.2
5.2,88.7,60.3,73.1
8.7,84.5,67.5,72.6
6.9,85.7,69.9,87.2
7.6,88.1,79.6,71.9
5.6,83.3,44.9,66.3
14.4,100.0,67.1,94.8
9.3,73.5,81.2,71.3
9.1,80.7,79.2,74.4
11.1,72.3,96.4,91.1
10.0,72.3,63.0,72.0
8.8,70.6,77.8,80.0
13.6,87.3,34.0,75.9
1.8,63.0,64.4,52.8
5.9,61.3,61.2,59.1
3.3,72.4,82.3,70.3
3.3,81.9,75.5,78.5
3.1,87.2,54.9,65.5
8.4,76.8,59.0,62.6
5.6,83.1,51.8,58.4
7.7,97.7,78.3,81.5
10.6,81.6,74.2,87.1
18.6,79.5,33.7,73.0
5.5,94.0,45.5,67.1
7.8,84.7,62.2,60.6
5.1,87.7,78.6,79.2
19.3,84.5,40.1,77.6
5.7,80.3,71.1,63.9
10.3,67.3,54.0,62.2
7.6,94.0,64.4,86.1
7.8,94.8,67.6,85.4
10.8,100.0,66.1,86.5
6.3,73.2,31.0,49.3
2.6,90.9,100.0,83.2
12.1,74.6,83.6,83.7
14.6,75.0,67.6,96.1
5.7,70.0,55.6,54.9
6.2,87.6,67.7,75.6
5.0,90.7,54.5,71.7
3.9,98.9,63.7,63.2
4.0,86.0,82.0,63.8
6.4,82.9,56.8,65.0
3.4,93.2,70.9,69.6
5.5,88.3,80.6,88.1
11.6,83.4,78.2,84.3
7.6,82.2,67.2,76.0
3.0,90.5,56.1,73.1
6.0,81.2,90.2,72.1
14.4,68.2,87.3,79.7
7.0,78.2,56.9,48.7
14.4,100.0,72.8,100.0
7.5,96.1,52.1,75.4
15.7,90.8,57.4,78.0
10.2,100.0,90.7,90.6
6.6,87.4,56.8,57.4
13.0,90.3,62.5,85.3
6.1,83.7,72.4,58.7
13.1,85.9,66.4,79.3
6.0,84.6,70.0,72.2
4.6,100.0,73.7,86.9
9.5,88.8,33.2,64.2
2.0,100.0,73.0,75.1
10.3,83.4,65.8,89.6
5.5,87.2,25.8,53.0
19.2,78.8,56.8,84.3
0.3,74.0,77.4,73.5
12.4,80.8,74.8,78.7
10.8,90.5,67.7,68.8
7.4,85.1,54.5,61.5
19.3,59.6,71.8,82.7
12.9,95.4,58.6,83.8
13.8,98.7,61.8,86.2
19.7,85.1,40.9,83.8
10.5,81.0,52.6,56.9
2.8,64.3,79.2,57.5
5.1,85.6,77.8,71.1
6.5,77.3,59.2,57.9
13.3,68.2,47.5,65.9
13.4,96.0,81.0,87.1
4.3,99.3,57.8,70.6
1.0,76.1,84.2,65.1
9.6,79.1,66.5,78.4
20.2,86.3,50.5,97.1
7.8,96.9,73.9,72.9
13.1,84.8,59.6,80.1
11.3,89.4,56.7,70.7
10.0,92.4,63.9,65.3
11.8,88.0,45.7,68.2
5.6,80.2,72.2,69.6
18.1,66.3,56.1,70.0
9.6,78.3,35.2,60.8
3.9,85.5,49.1,52.0
5.0,94.3,100.0,78.9
11.2,72.1,60.9,76.1
8.2,89.9,82.2,85.2
4.5,83.0,32.5,60.1
6.1,77.2,63.0,82.0
5.6,84.2,41.4,54.6
4.4,84.5,48.0,52.8
3.9,85.1,56.9,73.4
2.0,73.2,90.5,73.1
9.8,81.9,81.8,78.8
9.0,100.0,51.7,61.6
5.1,90.2,71.0,64.4
11.2,72.9,66.5,77.8
0.9,89.6,51.7,63.4
4.3,77.9,34.2,57.1
16.2,85.4,85.4,100.0
11.1,97.3,80.8,87.7
11.0,100.0,66.1,79.1
17.8,83.0,55.8,67.6
15.7,86.0,61.2,75.3
4.3,88.2,66.3,68.6
3.5,96.7,82.0,84.1
12.8,82.8,61.1,74.1
4.3,79.5,54.2,62.7
11.3,84.3,69.3,88.2
1.6,85.3,66.7,71.7
14.7,86.6,75.8,100.0
4.2,100.0,23.4,41.9
2.9,74.0,54.1,59.4
6.5,73.2,64.3,63.6
24.8,81.6,43.2,79.9
15.2,84.8,69.6,86.3
4.2,86.3,48.5,66.3
11.9,100.0,57.0,82.8
8.4,82.8,57.6,59.0
11.8,82.4,92.9,100.0
15.8,91.0,58.1,89.0
5.4,100.0,73.9,66.9
5.3,66.6,41.5,47.5
7.6,94.5,88.9,89.3
6.7,98.1,53.8,73.8
2.0,92.4,54.6,68.2
2.9,89.4,57.4,63.1
5.8,95.3,52.3,64.6
5.5,95.1,49.4,72.2
7.2,73.6,81.9,79.0
11.2,72.9,61.5,64.8
6.9,96.7,54.4,67.2
3.4,74.1,90.6,67.2
9.3,85.6,48.7,61.9
4.4,91.0,67.4,68.5
10.7,78.3,34.8,57.2
5.4,92.0,46.3,57.0
14.4,53.6,66.7,73.8
3.2,89.6,73.6,62.2
4.1,83.8,57.9,67.0
13.7,86.3,92.1,86.9
11.4,92.7,48.1,82.5
5.0,87.5,54.2,77.3
18.7,87.6,53.0,91.1
13.7,97.7,63.9,100.0
11.8,80.3,88.6,89.1
18.7,100.0,90.0,100.0
4.1,90.0,47.9,69.1
10.2,78.6,48.3,67.2
6.4,73.1,35.0,51.2
6.0,89.6,75.1,74.8
5.2,84.1,85.4,75.4
5.8,89.9,62.0,81.4
5.4,100.0,67.0,88.4
20.5,83.1,73.3,100.0
11.4,70.8,46.8,70.2
5.4,82.5,63.0,64.5
2.3,89.1,44.5,49.6
6.0,94.6,75.9,76.7
4.8,92.7,63.6,58.2
23.0,81.9,59.6,94.8
5.5,86.6,64.1,73.0
9.5,77.6,56.1,80.6
11.9,84.6,65.7,59.8
3.0,71.5,56.3,48.2
7.4,70.0,82.8,64.9
9.8,83.4,43.7,70.6
8.7,87.7,89.0,97.1
30.6,69.1,70.4,100.0
4.4,85.4,75.2,66.5
14.5,79.0,23.8,68.9
5.5,71.1,62.8,70.7
12.7,78.7,42.4,51.3
5.3,89.0,66.3,56.3
10.8,89.2,40.5,76.5
14.2,77.4,81.4,85.6
15.4,88.9,79.2,85.5
9.2,89.2,68.0,75.3
7.8,79.1,50.2,52.7
18.4,94.5,67.8,86.8
6.1,64.7,63.8,60.7
8.3,70.8,39.8,43.9
7.9,98.0,67.1,78.9
5.4,100.0,52.3,69.7
10.2,93.7,71.6,81.7
10.4,67.6,78.4,86.4
10.8,79.5,49.1,72.3
8.2,97.2,47.8,79.3
8.3,59.4,70.2,70.1
6.0,91.0,45.8,67.5
12.2,86.4,72.9,77.4
10.2,86.8,66.3,80.4
20.5,88.6,60.7,94.4
13.8,85.1,70.0,92.3
0.7,94.0,59.9,73.6
20.9,87.8,40.9,86.1
3.8,90.1,50.5,72.9
23.6,70.3,80.3,84.3
7.8,86.0,67.4,69.2
20.2,75.8,75.6,76.5
19.6,88.4,64.7,80.4
7.2,80.1,55.0,71.2
5.7,96.7,74.2,71.4
13.2,67.3,68.6,79.8
18.5,75.8,47.6,88.3
3.2,77.9,83.7,66.2
7.5,93.7,82.3,84.1
9.4,85.8,50.3,76.1
4.5,85.8,68.9,72.4
9.3,91.4,76.5,81.9
5.8,81.8,63.6,54.5
7.3,84.7,94.8,84.5
18.0,95.9,59.1,91.9
4.4,93.8,64.5,67.2
8.1,94.2,100.0,85.4
13.0,86.2,49.5,62.8
9.0,83.4,65.9,71.6
15.6,89.4,72.9,94.5
6.7,77.6,75.3,73.2
8.4,86.1,53.4,75.2
4.6,76.4,82.4,89.4
10.5,99.4,63.7,82.1
24.0,77.5,56.3,100.0
6.1,78.2,79.2,77.1
6.6,86.7,46.9,65.2
12.9,69.0,65.2,76.2
20.0,86.7,61.5,70.5
6.5,68.5,62.2,59.6
9.6,92.7,78.1,82.9
9.8,83.6,58.4,73.1
20.7,72.7,52.9,71.8
1.8,65.4,47.9,47.5
17.8,87.8,87.2,100.0
2.9,72.0,38.5,58.9
10.8,72.0,65.1,78.3
2.2,88.9,71.6,88.9
5.3,79.4,63.9,75.6
9.9,71.0,65.3,82.6
9.4,86.3,64.7,81.3
8.2,89.4,58.3,83.0
2.2,96.0,74.6,74.8
24.3,87.1,28.5,94.1
5.9,75.9,73.9,60.4
15.8,93.4,87.7,100.0
10.7,79.6,61.7,78.8
3.5,82.8,73.3,69.7
5.1,69.3,57.9,76.1
7.1,72.3,67.8,75.7
2.2,89.4,49.8,59.7
8.0,100.0,64.1,78.3
8.5,97.1,77.8,79.6
15.4,80.0,35.4,62.0
7.5,80.7,56.0,60.8
15.4,100.0,55.0,68.8
12.1,75.2,100.0,84.8
3.8,87.2,73.9,75.7
3.7,96.5,60.3,71.9
4.6,79.9,92.9,77.4
11.1,86.2,81.2,74.5
7.7,80.3,56.2,82.5
6.6,100.0,66.0,48.1
7.8,81.5,85.8,81.9
14.6,88.5,80.2,100.0
5.9,93.0,64.7,78.9
3.2,83.7,74.3,63.6
4.7,70.5,71.5,71.8
12.6,69.9,78.2,84.3
6.5,89.1,54.9,70.2
16.0,91.6,51.4,100.0
4.9,87.9,64.9,76.8
6.3,93.0,41.3,65.8
3.3,76.7,90.4,79.4
20.0,80.5,69.2,91.1
5.0,77.2,52.5,56.2
6.4,67.7,60.0,59.6
17.3,82.9,38.6,82.8
9.0,99.2,58.6,80.2
5.2,86.8,84.1,72.2
11.0,64.5,37.6,70.6
1.8,100.0,44.3,60.8
8.6,100.0,63.0,86.3
5.7,97.7,86.7,78.3
16.2,78.7,68.3,85.9
8.2,85.5,48.3,66.7
16.3,98.9,63.6,88.6
1.5,73.2,59.9,54.4
5.8,82.3,53.9,68.6
3.8,88.1,46.1,60.9
19.6,83.8,62.4,88.4
18.6,88.1,56.4,69.3
8.8,81.2,52.2,71.8
7.6,100.0,63.1,77.2
8.3,82.5,68.0,68.5
2.1,88.3,65.8,63.3
5.8,79.3,65.3,57.2
14.2,70.2,85.9,86.3
3.9,84.1,86.4,75.4
9.9,95.8,76.0,76.8
11.7,88.4,86.0,80.4
8.7,92.4,100.0,86.6
4.4,81.9,60.1,79.3
7.7,81.3,86.5,81.2
2.0,90.7,60.2,61.5
14.9,84.0,81.6,79.6
13.2,82.6,79.6,75.8
7.3,83.0,70.5,69.7
9.9,100.0,75.2,82.9
6.9,98.7,82.3,81.5
3.7,89.3,72.3,61.9
5.1,78.6,79.8,74.1
3.0,96.5,58.7,49.5
4.2,77.9,69.8,69.5
4.1,97.4,57.9,58.0
4.0,74.4,43.8,50.1
9.5,80.5,69.2,72.3
2.2,79.5,75.6,81.1
5.8,92.8,61.6,61.9
11.4,100.0,68.9,94.9
12.3,87.8,100.0,96.6
4.7,95.2,68.1,73.8
13.4,95.0,84.8,82.1
7.1,87.1,72.1,76.2
8.4,85.8,65.4,75.3
8.2,99.6,55.7,66.1
9.1,92.0,55.1,71.4
11.4,82.0,36.2,59.6
5.4,86.0,57.8,65.9
10.6,79.4,34.2,70.3
11.0,92.1,72.6,73.8
6.5,79.9,71.4,72.3
20.4,82.0,71.9,85.2
6.5,91.2,62.9,66.7
21.9,80.8,67.0,88.6
7.4,92.2,64.3,63.1
25.1,80.8,72.2,100.0
2.2,84.5,72.5,64.1
8.0,97.8,53.5,75.2
16.6,98.9,88.3,92.9
9.1,100.0,74.2,92.0
14.2,91.9,49.2,75.7
5.4,83.4,72.5,65.6
10.9,100.0,84.7,89.3
12.2,70.4,48.5,67.4
2.5,89.9,28.8,54.9
11.4,78.9,48.1,70.4
7.6,84.4,92.6,92.4
4.7,79.4,48.5,47.4
6.1,100.0,74.3,76.5
5.2,73.1,63.4,68.8
6.8,94.0,99.3,85.0
4.5,86.2,84.0,74.4
6.2,88.0,70.9,91.0
9.7,85.4,59.2,59.0
7.1,79.5,80.7,87.4
1.3,83.4,37.1,42.2
9.2,88.7,54.1,62.9
9.1,75.0,69.1,76.3
10.7,69.6,39.8,50.1
2.3,97.5,65.0,59.3
9.3,71.0,40.3,62.8
6.2,61.0,68.5,68.4
11.8,100.0,61.8,70.4
12.9,90.9,62.0,97.7
8.1,100.0,69.4,61.9
22.3,73.1,63.3,91.1
15.4,90.5,76.2,91.0
3.8,86.8,49.1,68.9
4.8,88.4,41.5,80.9
6.6,84.9,88.3,89.5
7.6,89.6,52.2,68.8
2.8,95.1,60.7,63.1
4.6,98.9,75.3,84.0
8.9,93.5,53.8,73.1
4.8,69.2,42.7,58.2
5.3,82.2,65.0,66.3
6.6,63.0,50.3,51.9
3.5,87.6,92.5,73.8
9.2,98.6,69.3,76.5
8.9,73.3,86.5,94.1
4.4,88.0,61.1,74.0
8.9,84.3,73.9,81.0
6.6,85.3,58.9,62.0
7.7,100.0,54.9,80.1
16.1,83.5,46.4,71.7
10.2,93.1,74.4,77.4
4.8,82.8,73.6,63.3
21.4,84.4,55.6,88.2
4.9,84.0,56.4,64.5
6.6,88.7,76.3,80.7
15.9,78.2,58.0,83.1
8.5,65.6,60.2,78.4
11.7,84.4,95.2,97.8
3.0,78.2,64.9,62.4
12.6,82.3,53.8,79.1
13.4,69.3,56.5,87.0
8.7,88.9,86.7,84.7
8.7,71.4,66.2,70.8
7.6,94.0,61.9,68.9
8.6,90.2,42.5,71.1
4.1,80.7,30.8,52.2
8.9,95.2,76.0,89.5
4.5,85.3,38.9,48.3
8.6,87.5,61.0,76.4
17.0,94.2,51.6,82.1
11.7,88.7,75.2,87.8
8.8,73.1,61.7,81.7
19.7,85.3,78.2,93.0
1.7,94.9,68.7,59.7
9.3,72.0,73.0,79.1
12.4,89.8,75.3,91.2
6.8,82.2,77.7,87.0
6.5,100.0,86.2,78.4
14.6,96.1,64.3,81.4
2.2,100.0,43.1,63.5
4.6,84.4,65.8,59.9
22.6,91.0,65.8,91.0
1.7,93.9,68.0,72.0
9.9,83.5,52.0,79.6
5.2,100.0,72.8,68.2
2.6,82.0,51.4,52.9
7.3,84.8,82.4,53.9
7.5,87.9,80.3,88.1
5.1,82.9,86.1,87.8
4.4,84.1,62.1,67.3
5.9,100.0,46.1,51.9
7.3,93.6,68.2,82.8
12.2,100.0,75.7,98.7
23.0,93.5,43.9,80.3
14.6,76.7,49.7,82.0
7.8,78.7,85.2,70.1
5.6,75.0,88.8,82.6
9.8,87.8,74.3,73.5
4.7,86.7,66.3,69.1
8.7,68.7,48.5,62.5
7.3,81.8,75.1,72.4
12.3,85.0,51.8,68.4
10.7,80.9,99.2,93.4
5.3,89.0,86.4,88.1
4.5,81.0,54.1,76.7
11.4,76.5,71.5,82.3
6.9,85.8,54.1,69.6
9.0,91.5,69.2,68.5
6.5,86.8,80.3,77.9
11.8,100.0,67.6,76.2
10.7,83.0,63.6,75.7
11.8,88.8,75.4,67.0
1.6,88.8,76.7,63.9
15.5,96.8,48.1,78.5
3.0,79.8,59.8,70.8
7.0,91.8,64.9,73.1
8.8,92.5,66.5,75.5
11.1,69.1,91.6,88.0
10.7,85.5,59.9,72.5
11.0,91.2,60.1,83.6
11.9,85.8,54.5,70.3
9.4,100.0,70.0,77.0
17.7,91.6,39.8,85.2
10.9,89.1,61.9,78.5
11.1,91.8,72.5,91.1
