EngineSize_L,Weight_kg,Horsepower,Mileage_km_per_l
3.65,1045,161,32.03
3.24,1025,106,36.82
1.7,1587,138,37.34
3.48,1838,159,30.34
1.63,963,116,40.0
1.38,1683,135,37.41
1.99,1564,159,32.53
3.43,1827,176,28.59
2.39,1660,60,33.57
1.55,1641,140,36.59
3.06,1505,108,32.67
1.61,1536,211,37.7
3.17,1346,140,33.28
1.21,1216,134,40.0
1.39,1366,215,35.44
3.94,1196,83,33.51
1.65,1277,148,39.81
2.65,1691,117,35.73
3.86,1134,241,28.98
4.12,1380,97,28.42
1.54,984,145,40.0
2.52,1332,138,34.74
2.23,1808,139,33.93
4.43,1424,209,28.59
1.17,1083,174,40.0
1.62,1361,146,39.59
2.27,1326,178,37.89
1.09,1264,145,40.0
1.33,1530,72,37.38
2.99,1288,156,36.92
3.66,1455,284,33.12
2.27,1175,181,37.0
2.06,1633,94,36.13
4.16,1913,60,29.13
4.45,1281,98,29.1
2.72,1393,97,37.33
1.42,1486,150,38.15
2.13,1426,221,33.7
2.58,1575,102,34.65
1.58,1670,122,36.41
3.79,988,183,32.79
4.78,1513,132,26.12
2.98,1474,183,32.36
3.49,1866,123,32.35
3.2,1438,129,31.13
2.0,1155,142,37.48
3.62,1836,144,28.76
2.03,1786,67,35.18
4.33,1740,140,25.56
2.03,1825,165,33.69
2.9,1160,115,34.79
2.51,1141,166,39.48
1.06,1565,180,37.92
2.73,1386,155,35.01
4.81,1055,120,31.42
4.7,1371,79,29.25
2.66,1705,173,34.44
1.24,800,181,40.0
1.83,1609,238,39.35
2.57,896,64,40.0
3.16,1373,213,34.16
4.24,1361,201,29.77
3.94,1231,154,29.99
1.63,1423,199,40.0
4.4,1889,148,26.26
4.53,1297,152,29.99
2.1,1455,89,39.57
4.67,1420,124,31.81
4.2,1419,168,29.89
1.46,1298,137,40.0
3.24,1070,103,33.7
4.22,1280,128,31.49
1.64,1957,141,35.11
2.66,1695,203,33.96
4.35,1251,196,26.58
1.35,1894,130,37.13
4.81,893,120,32.53
4.91,1432,180,27.2
2.46,893,105,38.63
2.46,1859,175,31.85
4.73,1127,206,28.54
4.26,1674,220,27.47
2.46,1690,99,32.89
1.92,1711,151,37.59
1.67,1369,143,36.85
2.71,800,63,38.98
1.15,1451,167,40.0
2.94,1296,139,32.09
1.79,1341,130,37.14
2.57,1190,142,36.25
1.92,1102,126,39.94
1.57,1026,113,39.7
4.05,1483,181,27.42
3.44,1309,138,33.62
3.75,1130,198,35.29
3.28,1123,174,35.17
4.24,1186,177,30.42
4.49,862,70,32.78
3.45,1346,141,32.67
2.47,1295,182,35.0
2.94,974,206,36.93
4.78,1462,143,28.01
5.0,1257,85,27.23
3.67,1545,209,30.48
1.68,1781,103,37.48
4.19,1257,60,32.02
1.81,1807,143,35.14
1.75,1334,138,36.55
4.64,1623,202,30.07
1.33,1582,194,37.01
2.81,1060,116,36.19
4.16,1440,90,29.45
3.48,1481,125,30.93
4.65,1639,150,25.3
2.82,1406,174,34.49
1.01,1406,122,38.6
1.02,1081,175,40.0
4.78,1478,111,29.28
4.29,1050,224,32.2
2.33,1381,157,35.33
1.09,1465,79,40.0
2.72,1855,109,34.31
1.38,833,103,40.0
1.96,1704,125,38.65
3.61,1783,84,30.18
4.36,1381,124,30.92
2.85,1584,119,30.47
2.55,1276,156,35.52
4.47,1010,120,29.98
1.22,1797,185,37.25
1.75,1429,123,36.43
4.99,1552,83,26.26
3.78,800,60,35.73
2.29,1436,152,33.29
3.57,1027,117,35.01
4.31,1916,67,25.42
3.97,1529,142,29.77
2.02,1596,104,35.91
2.57,967,196,38.59
1.72,1663,102,36.3
1.2,1441,221,36.4
4.9,1703,136,22.81
3.79,1627,154,31.81
3.41,1879,172,29.39
2.28,1345,168,39.18
3.46,1670,149,30.79
3.22,1409,77,32.76
4.8,1058,276,32.08
3.15,1515,84,32.2
3.51,1078,81,34.25
3.15,1491,159,35.84
2.52,1181,189,36.85
1.08,1313,86,40.0
3.45,1077,211,34.39
3.85,1923,83,29.85
3.04,1173,185,37.74
3.76,1353,158,30.36
1.51,1321,255,38.17
2.11,1401,168,37.5
4.6,1105,165,31.68
4.92,1375,157,27.61
1.35,1451,199,35.89
1.92,1459,105,38.74
3.94,1814,131,27.85
1.85,1593,162,35.9
4.49,1972,216,24.81
1.78,1408,165,37.63
4.63,1379,79,26.73
4.3,1108,184,33.24
2.0,1248,168,35.68
3.23,1460,158,32.95
2.86,1351,164,35.51
3.79,1828,124,25.51
2.44,1389,169,35.3
2.65,1107,76,37.71
3.35,1061,200,33.31
2.88,1980,250,30.82
4.15,1532,226,27.79
2.1,1144,125,36.42
2.49,1943,181,32.79
4.63,1308,193,28.35
1.87,907,178,38.72
2.53,1112,115,35.7
1.9,1342,125,36.2
1.77,1313,101,39.99
3.52,1485,111,33.07
3.67,2012,244,26.98
4.86,1295,147,30.01
2.56,1402,100,37.17
2.97,1196,176,34.54
3.21,1427,235,31.2
2.05,2167,170,34.62
3.8,981,150,33.3
4.85,800,60,32.77
1.66,1060,108,40.0
4.82,1020,164,30.55
2.1,1461,231,36.25
3.47,1743,141,27.93
2.89,1459,190,32.17
2.67,1589,167,33.33
1.27,1431,137,38.3
2.39,1292,105,36.43
1.48,1471,150,35.68
4.26,986,252,30.86
2.0,2100,60,34.16
4.43,1342,132,29.89
1.81,1256,130,39.07
2.43,1147,124,37.56
1.0,1392,189,39.86
4.18,1522,175,29.26
4.51,1438,141,27.05
2.98,1412,142,35.86
3.35,1218,169,31.97
1.65,1428,193,37.09
2.49,1976,218,31.07
1.14,1277,147,40.0
4.76,1743,69,28.31
4.42,1289,190,31.04
4.44,1385,141,30.47
1.86,1709,184,31.97
3.06,800,272,35.88
2.24,1609,144,34.27
1.81,1141,139,40.0
1.99,1387,92,38.46
4.41,1476,228,29.74
2.15,1783,60,35.34
3.98,1447,149,30.79
3.59,1499,189,32.87
1.38,1080,138,39.17
1.77,1071,82,40.0
4.53,1465,79,31.07
2.16,1573,132,34.55
1.8,1740,176,34.85
2.78,1523,156,33.39
4.84,1203,106,27.91
3.15,1428,200,31.84
1.49,1243,196,37.94
1.75,1120,105,39.12
1.04,1183,92,39.23
2.85,975,193,36.89
2.46,1097,131,37.86
3.15,937,157,34.94
1.72,1631,191,35.89
1.61,996,64,39.47
4.75,1182,152,30.61
3.31,1219,151,34.7
3.79,1554,105,32.4
2.82,1473,91,33.85
2.54,1462,115,37.35
1.03,890,60,40.0
2.27,1449,74,39.05
4.89,1259,198,29.44
1.65,1097,99,38.93
3.41,1302,76,34.25
1.88,1189,137,40.0
4.72,800,108,31.01
1.35,1537,111,38.7
2.72,929,200,36.47
1.07,1867,248,35.23
1.61,832,176,40.0
4.53,1632,69,29.03
1.47,1355,124,38.62
4.23,1917,183,23.62
1.7,924,127,40.0
1.6,1744,123,38.63
4.67,1690,144,26.62
2.85,1364,215,34.65
2.26,1741,65,34.13
4.73,1104,146,30.6
4.18,1531,60,31.13
3.32,1196,196,32.82
2.1,1372,149,35.75
4.71,1623,113,28.13
2.72,1310,177,36.0
1.45,1216,112,40.0
4.69,1292,79,31.88
3.58,1315,232,31.12
4.61,1378,132,29.59
2.93,1558,147,32.78
3.85,1439,195,29.31
1.26,1627,219,37.76
2.12,1406,144,36.3
2.71,824,245,37.55
1.5,1359,178,40.0
4.67,1633,228,27.8
3.2,1985,111,26.63
2.02,800,114,40.0
3.33,1330,153,33.52
1.05,1615,101,40.0
4.15,1292,214,29.35
2.7,965,114,37.52
1.71,1313,110,38.29
4.29,1449,60,29.33
3.34,1539,106,31.29
1.4,800,60,40.0
2.67,1595,117,32.54
4.25,1606,60,27.88
2.05,1406,91,36.94
3.56,1154,103,34.35
1.29,1866,130,35.43
1.34,1294,163,40.0
3.08,1447,142,30.53
3.09,1485,163,33.04
1.07,1619,182,37.26
4.89,1401,164,27.61
2.82,1433,138,34.4
1.84,1382,208,37.19
4.84,993,145,31.86
4.73,941,82,30.89
4.47,1626,153,26.85
1.23,1408,161,37.82
1.87,1417,113,36.88
2.18,1696,203,34.22
4.34,1347,147,28.54
4.63,1668,95,23.77
1.27,1120,74,40.0
4.13,1974,72,26.37
1.24,2094,248,33.72
1.73,1706,144,33.7
1.57,1776,165,34.65
3.86,1408,109,29.98
2.04,1736,180,33.7
1.99,1297,134,34.14
2.97,1800,131,31.91
3.18,954,133,37.32
1.3,1098,77,40.0
1.92,1813,175,34.73
2.63,1231,227,35.06
4.18,1436,156,30.79
1.3,857,134,39.79
4.7,1508,98,30.9
3.33,1117,127,34.92
2.89,1125,102,37.51
3.94,1211,60,31.17
1.75,1191,125,37.33
1.12,1380,133,39.52
4.41,1343,153,28.25
3.13,998,199,34.04
4.94,1606,158,25.62
3.5,1188,102,33.52
3.85,1425,167,29.75
4.59,1784,99,27.87
3.8,1163,128,33.57
2.55,1670,142,33.9
2.06,1186,162,40.0
2.85,1613,131,33.04
2.9,1021,60,39.12
2.84,1496,123,34.36
2.76,935,98,36.55
4.82,1259,103,29.23
3.64,1157,101,31.59
2.24,1502,130,36.51
4.47,1425,160,28.14
4.3,1463,174,30.88
2.04,1550,110,34.96
3.85,1342,60,31.58
3.31,1875,98,28.75
2.49,1060,201,37.93
2.75,1325,172,36.83
3.42,1438,188,32.37
4.61,1561,143,26.78
3.62,1495,121,29.88
4.8,1374,75,30.04
3.45,1423,184,30.06
4.11,1443,153,32.15
4.04,1506,116,31.39
4.53,1406,60,29.89
2.24,1395,201,36.22
2.36,1271,197,38.0
2.9,1529,118,31.26
2.91,1641,134,33.51
3.81,931,117,32.19
1.77,1706,129,35.0
1.77,1429,60,40.0
1.66,1390,158,38.4
3.63,1677,114,29.46
1.74,1726,123,37.23
3.49,1245,104,33.18
4.48,1739,126,29.11
3.32,1451,162,30.31
2.86,1088,161,35.15
1.43,1193,139,40.0
3.64,1637,143,30.3
2.8,1414,132,31.02
2.95,905,199,32.74
3.02,1824,139,31.26
3.66,1703,144,33.31
4.8,1613,230,25.26
2.18,1327,139,37.11
2.98,1667,99,34.99
1.83,974,189,39.85
4.42,1001,60,30.61
1.06,1363,106,39.75
1.98,1371,130,37.14
4.82,1426,60,30.76
1.88,800,158,40.0
4.94,1428,162,29.25
2.56,800,76,40.0
2.57,1529,131,36.14
3.5,800,271,34.65
4.66,1739,141,26.05
3.93,1528,223,31.08
2.68,1540,125,31.98
3.34,1414,193,33.13
1.63,1636,125,35.69
2.68,1730,130,33.3
4.39,948,93,30.58
3.84,852,220,37.27
2.57,1677,121,31.79
4.9,1224,123,27.7
1.75,1323,157,38.68
4.83,1567,60,28.65
3.02,1810,140,31.67
3.08,1591,145,31.58
4.19,1752,101,28.35
2.86,1510,195,31.51
4.23,1170,163,31.38
4.23,1654,109,28.88
3.69,819,70,34.85
1.93,1777,175,35.15
4.75,1256,85,28.28
2.03,1645,113,35.16
2.66,1310,185,34.07
4.34,964,149,31.78
4.29,1543,129,25.83
2.04,1541,60,37.68
2.88,1171,60,35.63
1.09,1636,76,36.89
4.15,1481,105,30.43
1.84,1261,120,36.09
1.94,1533,115,34.23
4.44,1417,198,28.53
1.66,1279,150,36.35
3.06,1474,90,34.03
2.64,1309,136,35.97
2.74,1224,122,34.64
1.78,1015,136,40.0
3.52,1502,116,32.32
3.64,1211,85,34.84
2.26,1539,185,34.25
4.28,1417,262,25.94
3.76,1437,191,32.46
1.61,1684,148,36.24
4.26,1391,163,27.86
1.22,1232,117,40.0
3.33,1442,187,32.89
1.65,1566,86,40.0
2.19,1601,121,33.21
4.39,1285,140,29.46
1.54,2141,187,35.77
1.92,1083,124,38.47
2.3,1313,132,40.0
3.09,1387,76,33.32
2.16,1623,60,32.87
3.84,1579,139,27.52
2.52,1926,176,34.58
2.97,1683,187,32.3
1.46,1406,143,40.0
3.47,1748,143,29.56
4.11,1388,60,29.52
1.36,1073,131,40.0
3.59,1901,156,25.24
3.75,1403,177,27.44
2.74,1112,176,37.69
1.72,1973,191,32.96
2.24,1576,119,34.23
2.84,1592,66,32.39
4.28,963,165,34.12
1.45,1832,123,34.76
1.8,977,120,40.0
3.64,1921,173,27.13
1.05,1207,171,40.0
3.26,1032,140,36.21
2.08,1858,110,32.27
4.65,824,201,30.63
1.47,1555,151,36.01
2.0,1199,71,38.8
4.68,1867,125,25.94
3.18,1261,87,35.04
4.16,1474,129,30.5
1.53,866,129,40.0
4.37,1453,60,28.65
2.87,1840,60,32.41
3.39,2018,143,27.83
1.55,1847,60,35.21
4.77,1945,143,26.59
1.97,1463,243,37.03
4.47,1380,210,28.91
2.42,1257,134,37.18
1.59,1063,173,39.22
1.87,1574,162,35.58
3.25,1561,184,31.03
4.92,1485,101,25.26
4.47,1649,219,26.43
3.97,1062,203,32.62
4.88,1351,130,28.8
2.36,1697,84,31.45
3.48,992,70,36.56
2.85,1195,206,35.05
2.37,1665,224,30.91
4.66,1131,164,29.3
1.05,1382,143,38.73
1.44,984,219,40.0
2.54,1171,116,33.64
1.53,2162,138,35.43
2.88,1143,137,34.72
2.83,1550,124,33.77
1.85,1518,161,35.0
3.95,1225,144,30.61
3.35,1551,111,30.86
4.89,800,87,32.05
4.31,1962,206,26.9
4.62,1213,191,30.32
4.34,1053,249,31.51
3.04,1127,152,35.94
1.29,980,177,40.0
1.64,1341,128,40.0
4.03,1541,176,28.22
3.28,1210,209,32.12
1.29,1291,90,40.0
4.13,1834,133,26.39
2.2,1280,163,35.12
1.04,1586,96,40.0
2.0,833,78,40.0
4.51,1543,107,27.2
4.01,1372,132,29.95
1.81,1389,89,38.57
4.49,914,152,31.13
4.61,1489,232,27.97
1.73,1460,188,36.43
3.51,1579,186,31.72
4.25,1811,60,31.14
3.35,967,125,36.04
2.38,1436,211,32.93
4.32,1191,116,32.18
4.02,1945,124,26.1
2.04,1340,188,35.91
1.06,1763,161,35.28
2.86,1172,97,36.83
2.88,1319,67,34.62
4.85,888,120,30.94
3.68,1638,174,30.21
2.44,881,241,35.52
1.72,1400,81,37.11
4.56,1650,70,28.62
2.59,1470,218,34.56
1.18,800,111,40.0
2.95,1298,196,33.95
4.67,1771,109,24.03
4.77,1566,244,25.13
1.5,1326,117,40.0
4.85,1090,169,29.57
4.48,1530,99,30.6
1.07,1269,175,40.0
1.8,1122,90,39.89
4.12,1328,60,34.21
4.16,1604,137,28.06
2.5,1203,126,37.63
1.6,1392,161,35.77
1.37,1312,102,39.81
2.56,1039,245,34.21
2.36,1307,156,34.51
4.38,1420,62,29.31
4.61,1439,108,29.04
3.49,1728,145,29.96
1.94,1466,124,38.31
4.32,1091,163,27.74
2.78,1586,127,34.87
3.19,1218,60,33.34
4.62,1126,62,29.09
4.77,1900,170,25.91
2.37,1497,86,35.74
4.63,1339,149,28.21
4.53,1240,99,32.12
4.85,1669,107,27.42
3.53,1839,70,30.94
2.06,1714,176,32.23
4.7,1676,116,26.35
2.62,1528,240,33.79
3.94,945,60,32.25
3.83,1274,75,32.51
3.41,1572,163,29.72
2.97,1262,88,35.54
3.8,1170,177,32.84
4.66,1331,120,29.51
1.45,1045,113,40.0
1.65,851,139,40.0
3.46,1347,103,33.87
3.63,1551,174,29.6
3.99,1435,60,32.89
1.92,1979,60,36.52
1.66,1666,161,34.96
1.54,1533,210,38.32
3.83,1677,119,30.7
4.62,800,190,30.06
1.92,875,209,38.2
4.43,1516,201,26.47
4.95,1810,60,24.51
1.27,884,163,40.0
2.7,900,76,40.0
2.44,1621,139,30.51
3.24,1403,122,33.94
4.1,1452,130,31.19
1.82,1251,193,39.16
4.09,1129,70,34.54
1.27,1249,225,37.79
4.95,1352,151,27.59
2.87,967,101,38.18
4.84,966,92,31.6
3.88,1272,204,31.36
1.81,1920,60,35.03
4.65,1061,167,29.84
3.23,1450,162,31.78
4.58,1330,216,28.4
3.72,1073,111,36.07
4.03,1292,235,31.01
2.6,1400,229,33.74
3.18,1483,161,33.22
4.12,1262,163,29.11
3.36,1673,185,28.56
3.16,1240,125,34.43
3.62,1071,221,35.37
3.44,1978,201,32.88
3.75,1414,109,31.99
1.31,1121,175,39.36
3.12,1806,60,30.99
2.73,908,62,38.46
3.35,1485,95,32.2
4.59,880,71,31.07
1.72,800,188,38.51
1.86,1211,172,40.0
3.94,973,153,36.22
4.61,1975,122,26.03
1.29,1224,191,40.0
1.87,1270,223,37.39
3.2,1373,141,34.55
1.64,1409,169,35.8
1.66,1421,132,38.93
2.7,1645,103,33.78
4.01,1691,102,28.51
2.5,1352,96,34.53
1.74,1479,169,35.95
1.42,1756,193,36.12
3.14,1336,71,34.17
3.28,1276,61,31.39
4.96,1232,126,28.01
1.84,1142,162,38.88
2.93,1504,167,33.52
2.2,1815,176,32.53
2.97,1282,84,37.44
4.77,1589,71,28.31
1.49,1711,154,39.19
1.33,1823,73,38.91
1.38,1645,142,38.52
2.27,1503,179,34.64
3.28,1260,60,35.62
4.38,1182,147,31.54
2.14,1458,66,38.13
4.06,1542,174,27.09
3.3,899,191,38.28
3.26,1618,114,33.09
2.39,1061,130,39.77
4.59,1653,102,28.31
4.56,1346,121,30.19
1.47,1533,192,38.57
2.25,1660,156,36.39
2.09,1545,203,36.93
4.69,1233,60,32.12
1.71,1845,176,35.0
4.12,1338,151,28.78
1.38,1172,172,38.39
2.03,1539,110,35.16
2.42,1165,60,39.16
2.34,1013,60,37.09
4.28,1203,137,33.78
2.42,1401,173,38.15
4.13,1191,121,29.27
3.51,1305,153,32.82
1.39,800,171,40.0
4.48,1780,60,26.55
4.77,1424,110,27.22
3.95,1165,177,29.43
2.77,1795,250,32.0
2.71,973,178,36.88
1.19,1107,85,40.0
3.11,1246,200,34.82
4.35,1187,128,31.08
2.8,1258,123,32.54
1.81,1581,71,38.93
1.98,1678,234,35.51
3.16,1703,73,32.25
1.99,1816,119,35.58
4.67,1183,119,29.88
3.27,1527,128,34.83
4.78,1181,194,28.51
4.55,1175,122,29.67
2.51,947,195,37.49
4.83,1863,150,24.67
3.68,1781,151,30.32
1.92,2089,180,33.79
4.34,1646,142,30.27
4.07,1536,149,28.14
2.35,1263,200,36.4
2.04,1747,83,34.74
2.39,1532,164,34.93
2.42,1021,257,35.42
3.49,1437,116,34.28
3.11,999,189,34.32
1.56,1511,100,37.16
4.86,1683,147,27.74
3.67,1306,99,34.84
2.31,1177,206,38.08
2.73,1989,165,31.66
2.42,1489,60,35.58
1.19,1580,151,36.71
3.47,1510,149,34.37
1.01,1703,160,39.32
1.48,1624,230,39.67
1.59,1341,104,38.27
1.27,909,159,40.0
2.83,1236,60,35.68
2.34,1434,206,35.5
1.74,1731,61,36.29
4.82,1872,97,27.82
1.34,1333,140,38.39
1.57,1984,163,34.46
1.37,1566,90,40.0
2.69,1481,224,33.1
4.71,1494,128,29.58
2.11,1645,200,36.07
3.7,1435,92,31.34
3.88,1430,295,29.86
4.81,1697,138,27.27
1.68,1761,138,34.72
2.67,1423,160,32.93
4.42,1394,130,27.57
1.61,1169,185,39.4
4.24,1307,150,33.17
2.54,1761,120,32.4
2.49,1433,134,35.04
2.59,1689,103,35.15
2.73,1208,126,37.7
1.15,1501,60,39.36
1.12,1585,67,39.23
4.24,1913,141,25.77
2.94,834,136,36.78
4.42,1710,209,25.77
2.42,1447,183,35.5
2.59,1431,159,33.29
4.92,837,104,30.85
1.92,968,170,38.41
4.97,1565,115,26.33
1.01,1856,132,38.69
3.38,1478,60,32.3
1.98,1864,145,34.13
2.64,800,134,39.4
3.68,911,156,36.94
4.49,881,136,31.12
1.75,1727,60,37.61
4.12,1570,181,27.91
2.37,1408,144,36.67
2.24,1696,203,32.47
4.6,1328,60,29.75
2.38,1795,127,32.36
1.97,1892,201,36.65
3.05,883,69,37.01
2.33,1626,194,33.62
3.38,1617,204,28.16
1.87,1066,166,39.64
1.89,962,98,39.04
4.91,1373,93,27.36
4.06,1496,146,26.41
3.3,1607,180,30.9
4.22,1814,242,24.39
1.69,1430,169,36.97
3.84,1468,99,30.19
3.21,2135,204,27.35
4.76,1504,230,25.3
2.73,1237,162,34.83
3.32,1619,172,28.49
2.72,1266,187,32.94
2.2,1269,60,36.0
4.16,1092,150,34.93
3.92,1499,129,32.34
4.37,1832,90,28.86
3.78,1550,163,31.68
2.33,1622,159,33.5
4.11,1634,162,27.18
4.97,1854,163,26.72
3.77,1187,169,34.01
1.86,1229,160,39.32
3.26,1521,133,31.88
3.47,1415,87,34.81
2.15,1178,272,36.62
2.1,1477,193,34.34
4.22,800,188,33.7
4.18,1712,166,30.78
2.55,1168,190,35.01
1.57,811,144,40.0
2.67,1716,178,31.68
1.86,1442,60,36.85
1.39,1563,203,38.61
1.52,1961,144,33.73
1.76,1706,117,35.5
4.15,1797,157,27.39
3.41,1524,164,35.59
2.41,2068,186,28.6
1.43,1556,181,37.48
1.02,998,221,39.21
4.2,940,110,33.52
4.57,1669,153,26.53
1.51,1143,142,40.0
1.28,1466,60,40.0
3.89,1598,173,29.59
3.85,1307,140,31.3
3.94,1073,183,32.82
3.2,1074,188,35.1
4.84,1315,120,33.0
2.02,1554,240,36.32
3.83,1037,84,35.9
2.8,2035,65,29.08
4.13,1573,102,30.43
1.3,1529,117,38.15
4.81,1391,120,29.84
2.53,1441,178,36.21
1.06,1526,119,40.0
4.97,1454,167,24.68
3.21,1824,66,31.85
4.92,1802,162,26.0
2.09,1481,105,35.29
2.69,1201,154,38.03
1.07,1145,121,40.0
4.26,1416,121,29.19
2.49,1346,146,35.9
3.34,1597,172,34.35
4.46,1932,236,27.16
3.36,1514,165,33.29
1.38,1211,178,40.0
2.18,1038,178,38.81
3.69,1374,86,33.97
2.03,1494,151,38.28
3.5,1122,111,34.39
2.76,1413,252,31.52
2.53,1791,172,31.96
3.87,1281,78,29.66
4.1,1363,109,29.07
1.64,1651,95,35.88
4.33,1886,155,24.44
4.52,1625,136,27.75
1.94,980,142,40.0
3.83,1849,114,32.36
2.43,1216,126,36.08
4.61,1267,190,26.98
4.23,1016,168,32.78
4.4,1258,96,32.9
1.46,1503,144,38.86
4.49,1061,71,33.19
1.98,1359,165,37.93
4.46,938,134,33.37
2.87,1582,111,33.11
4.36,1275,61,30.7
4.26,1476,130,27.31
1.18,1236,169,37.05
3.27,1463,120,33.31
3.47,1166,185,34.57
2.38,1068,77,37.53
4.71,1436,118,28.86
1.31,1787,134,39.13
4.5,887,178,31.18
2.82,1073,216,34.23
1.88,1701,192,36.55
3.87,1412,188,33.3
3.12,1447,201,33.17
1.6,2038,60,35.41
2.35,1286,60,35.45
2.26,1107,111,36.11
3.01,1144,168,36.82
2.33,1728,183,33.13
2.36,873,158,38.32
1.12,1093,134,40.0
4.52,1260,160,30.19
1.25,933,120,40.0
2.78,1122,202,34.54
3.89,1741,179,28.53
2.27,1095,221,37.72
4.29,838,227,31.48
4.36,1388,156,28.51
2.73,800,203,36.71
3.34,1775,130,29.53
4.49,1234,156,29.81
4.75,1221,188,29.27
4.41,1345,231,29.21
1.27,1620,179,36.49
2.19,1232,142,40.0
1.72,800,141,40.0
4.84,1128,215,28.71
2.37,1586,136,35.27
2.87,1027,155,37.03
1.62,1246,124,40.0
2.27,1396,154,34.98
2.92,1144,110,37.31
2.13,1503,168,38.27
4.49,1177,107,31.69
1.6,1881,140,35.56
4.68,1697,150,27.47
4.64,1372,137,28.21
2.36,1851,126,35.51
4.29,1474,130,28.81
4.66,1489,144,26.5
4.66,1566,96,27.91
3.04,1468,100,32.15
2.71,1605,185,33.3
2.85,1478,156,33.05
2.33,1500,134,35.97
3.04,1931,170,27.01
4.26,1858,155,26.19
3.75,1050,172,33.9
4.63,1385,136,29.42
1.8,1355,149,39.32
3.17,848,138,34.89
1.0,1906,144,37.51
2.02,1111,147,36.27
1.26,1666,131,37.09
1.46,942,98,40.0
4.24,1321,138,29.55
2.87,1298,171,34.81
3.33,1640,165,31.37
2.96,1434,157,35.21
3.88,1647,169,28.72
2.38,1439,69,34.58
1.05,1224,170,40.0
3.66,1148,143,36.11
2.97,1639,100,29.88
1.69,1097,91,40.0
2.27,1353,77,40.0
4.03,1044,238,30.37
2.97,1418,217,32.31
3.74,1555,149,31.52
3.11,1333,184,32.28
2.08,832,133,40.0
2.19,1635,92,33.21
3.23,1266,119,34.59
3.67,1973,99,29.46
3.4,1532,121,31.3
3.37,1677,116,32.24
4.53,800,131,33.61
4.15,1217,171,30.64
1.25,1582,77,37.37
2.87,1390,60,34.36
2.91,926,183,38.04
2.34,1051,111,39.54
1.26,1413,140,39.42
4.8,1366,60,29.29
4.71,800,112,32.5
1.64,1875,204,35.14
1.04,1398,137,39.95
4.41,1670,109,26.8
3.86,1781,165,31.69
4.1,1191,212,32.3
3.31,1444,102,33.58
3.23,1257,185,33.12
1.02,1643,64,39.11
3.9,1657,236,28.39
3.83,1188,139,34.98
4.38,1181,124,29.55
3.84,1104,125,33.28
2.85,1579,139,32.3
1.29,1283,165,37.97
3.03,1035,132,38.22
3.59,1525,223,29.92
1.05,1047,197,39.92
4.27,1123,117,31.83
3.67,1327,99,32.66
4.34,1458,146,27.5
4.78,1466,157,29.58
4.25,1525,119,31.47
2.55,1097,134,36.94
1.24,1664,168,39.23
1.34,1358,196,37.78
3.52,1608,100,30.29
3.85,1257,60,35.35
4.09,883,120,34.12
4.88,1837,60,26.63
3.91,1017,89,32.07
4.99,1161,60,27.66
2.7,1652,211,34.38
1.88,1653,60,32.92
3.06,1561,244,32.75
1.24,800,60,40.0
3.24,1195,185,33.78
2.67,1302,118,36.69
2.32,1163,182,37.13
1.62,1122,178,40.0
2.75,1711,84,36.22
4.11,1688,223,25.86
2.85,1149,68,37.55
2.12,1433,122,35.0
4.56,1045,232,31.02
3.36,1758,157,30.65
3.87,1152,128,33.33
1.16,1131,139,40.0
3.69,1876,150,26.72
2.46,1557,193,35.84
3.96,870,168,31.35
3.42,1289,119,33.99
3.1,1332,169,34.3
1.52,838,60,40.0
3.7,906,166,33.7
1.05,1341,114,39.02
2.72,1686,124,36.53
3.53,1773,164,30.36
1.93,2011,181,31.35
1.08,1467,81,40.0
2.04,1307,144,37.48
2.5,1563,69,34.02
3.06,1499,157,33.63
2.63,1154,66,39.43
3.72,1497,86,31.03
3.25,1448,180,31.48
1.93,1939,128,33.12
1.12,1275,143,39.73
2.62,1352,100,34.1
2.24,1018,173,38.93
2.39,885,71,40.0
2.99,1326,127,34.83
4.04,1842,124,28.21
1.22,1302,151,40.0
4.73,1362,138,27.09
4.46,1635,139,28.19
3.97,1710,83,30.44
1.57,1265,60,39.86
4.81,1489,134,28.38
2.4,1310,135,38.73
4.08,1066,94,31.94
1.6,1027,60,40.0
4.01,1617,215,28.27
2.74,1671,154,35.72
4.03,933,172,31.18
1.02,1527,135,38.21
1.86,1773,60,37.37
3.76,1658,75,30.95
2.85,1186,157,34.52
1.32,1481,195,36.59
4.92,1450,123,27.53
1.68,1165,177,40.0
1.76,1807,60,34.18
3.58,1559,60,32.85
1.77,2052,146,33.83
2.77,1141,156,38.36
4.62,1446,109,29.93
2.51,1735,208,32.02
4.5,800,62,36.25
4.78,1487,140,28.75
2.87,832,129,40.0
3.87,877,114,32.82
2.81,1268,168,35.56
2.67,1682,127,32.6
1.44,1290,60,39.27
2.16,1123,138,38.13
3.02,1500,170,32.41
1.7,1583,65,38.24
1.67,1545,177,37.64
2.49,899,133,38.69
1.95,1503,67,38.14
2.13,1712,148,36.26
1.57,1425,72,36.78
2.15,1552,148,33.82
4.39,1791,178,25.41
3.67,1080,271,30.88
1.92,1361,161,38.13
1.99,1074,90,40.0
2.49,1304,60,34.95
2.21,1100,167,35.41
1.99,1417,109,37.16
4.99,1897,60,25.38
2.33,1317,106,34.06
2.16,1445,76,40.0
2.01,1849,242,32.66
1.69,1179,84,40.0
1.94,1284,122,38.08
3.22,1385,134,33.22
3.94,1277,147,31.61
4.72,1798,194,26.79
