MonthlyCharges,ContractType,CustomerServiceCalls,Churn
63.18,One year,1,0
68.67,Month-to-month,2,0
91.03,One year,1,0
118.68,One year,4,1
67.83,Month-to-month,3,0
92.79,Month-to-month,2,0
74.1,One year,1,0
78.72,One year,4,0
61.69,One year,2,0
65.26,Month-to-month,2,1
94.52,Month-to-month,3,0
70.31,Month-to-month,2,0
48.63,One year,5,1
71.07,Month-to-month,2,0
55.02,Month-to-month,2,1
88.54,Month-to-month,0,0
24.87,Month-to-month,1,0
89.62,Month-to-month,2,0
91.59,Month-to-month,0,1
88.52,Month-to-month,4,0
47.38,Month-to-month,2,0
65.79,Month-to-month,2,0
83.15,One year,2,0
44.2,Month-to-month,5,0
38.42,One year,2,0
69.66,Month-to-month,2,1
72.59,One year,1,1
91.14,Month-to-month,1,1
75.82,Month-to-month,3,0
10.0,One year,4,0
57.22,Month-to-month,4,0
84.43,Month-to-month,3,1
48.37,Month-to-month,5,0
80.78,One year,0,1
42.16,Month-to-month,3,0
64.25,Month-to-month,2,0
78.08,Two year,3,0
120.38,Month-to-month,2,0
62.45,Month-to-month,2,0
82.11,One year,0,0
55.43,One year,5,0
41.77,Month-to-month,3,1
58.76,One year,5,0
57.97,One year,3,0
59.56,Month-to-month,2,1
75.18,Month-to-month,1,0
60.47,Month-to-month,3,0
33.75,Month-to-month,1,0
63.85,Month-to-month,0,0
91.61,Month-to-month,2,0
104.26,One year,2,1
93.99,One year,0,0
83.42,One year,2,1
63.16,Month-to-month,2,0
11.47,Month-to-month,1,0
36.39,Month-to-month,2,0
91.25,Two year,3,0
123.49,Month-to-month,1,0
45.69,Two year,1,0
96.82,Month-to-month,3,0
51.55,Month-to-month,0,0
48.34,Month-to-month,1,0
83.61,Month-to-month,2,0
54.93,Two year,3,0
28.75,Month-to-month,4,0
59.7,One year,1,0
60.12,Month-to-month,1,0
26.34,One year,1,0
112.53,One year,3,1
82.18,One year,2,0
54.56,Month-to-month,2,0
42.06,Month-to-month,0,0
69.57,Two year,1,0
39.81,Month-to-month,3,0
73.43,Month-to-month,4,1
10.0,One year,2,1
59.0,Month-to-month,2,0
140.21,One year,1,1
71.1,Month-to-month,3,0
17.84,Month-to-month,2,0
114.34,Month-to-month,3,1
88.52,One year,3,0
60.8,Month-to-month,3,0
95.76,Month-to-month,3,0
21.42,One year,2,0
50.62,One year,2,0
86.13,One year,1,0
113.63,Month-to-month,0,0
29.42,Month-to-month,4,1
10.0,Month-to-month,1,0
82.62,Month-to-month,2,0
77.45,Month-to-month,1,1
41.96,Month-to-month,2,1
79.8,Two year,2,0
78.81,One year,2,0
96.92,One year,2,0
101.56,Two year,2,0
53.89,Month-to-month,2,0
73.14,Month-to-month,4,0
49.84,Month-to-month,5,0
85.14,One year,2,0
57.43,Two year,3,0
117.8,Month-to-month,1,0
68.71,Month-to-month,4,0
45.28,Month-to-month,1,0
43.6,Month-to-month,0,0
55.1,Month-to-month,1,0
76.26,One year,1,1
106.29,Two year,0,0
80.09,Month-to-month,2,0
74.56,Month-to-month,1,0
52.13,Two year,2,0
44.64,Month-to-month,1,1
18.96,Month-to-month,4,0
92.52,One year,2,1
56.33,Month-to-month,1,1
90.85,Two year,1,1
67.17,One year,3,0
27.55,Month-to-month,4,1
56.31,One year,5,1
117.38,One year,1,1
98.77,One year,1,0
30.53,Month-to-month,3,0
37.81,Two year,1,1
91.8,One year,1,0
66.06,Month-to-month,5,0
110.18,Month-to-month,3,0
80.9,Month-to-month,1,1
10.0,Month-to-month,0,0
26.83,Two year,2,0
39.88,One year,2,1
96.31,Month-to-month,1,0
130.61,Two year,3,0
85.99,Month-to-month,1,0
37.42,Month-to-month,1,1
124.29,Month-to-month,3,1
62.62,Month-to-month,3,0
84.51,Two year,2,0
140.83,One year,2,1
59.9,One year,4,1
46.79,Month-to-month,2,0
114.15,Month-to-month,1,1
45.39,One year,4,1
30.86,Month-to-month,3,0
112.81,Two year,2,0
73.73,Month-to-month,1,1
81.5,Month-to-month,5,1
98.01,Month-to-month,2,1
145.87,Month-to-month,3,0
92.76,Month-to-month,1,1
100.54,Month-to-month,3,0
13.6,Month-to-month,1,0
113.57,Month-to-month,0,0
120.68,Month-to-month,3,1
33.41,Month-to-month,1,1
63.68,Two year,0,1
87.89,Month-to-month,1,0
109.15,Month-to-month,2,0
12.27,Two year,1,0
64.83,Month-to-month,4,0
37.85,Month-to-month,1,0
10.0,Month-to-month,2,0
87.44,Month-to-month,1,1
60.3,Month-to-month,4,1
92.0,Month-to-month,2,0
50.35,Month-to-month,2,0
91.92,Two year,2,1
38.94,Month-to-month,4,1
29.77,Month-to-month,2,0
75.0,Month-to-month,2,0
53.91,Month-to-month,1,0
30.95,One year,2,0
59.65,Month-to-month,4,1
23.01,Two year,2,0
77.8,Two year,0,0
52.6,Month-to-month,2,0
61.62,One year,2,0
66.29,One year,4,1
67.49,Month-to-month,0,0
46.73,Month-to-month,6,0
31.8,Month-to-month,3,0
81.07,Month-to-month,5,0
82.87,Month-to-month,1,1
63.3,Month-to-month,1,0
45.75,Two year,0,0
69.02,One year,2,0
46.68,Month-to-month,2,1
72.72,Month-to-month,1,0
15.27,One year,0,0
56.5,One year,0,0
73.19,One year,5,0
103.95,Month-to-month,3,1
47.65,Two year,2,0
124.42,Month-to-month,5,1
109.04,Month-to-month,2,0
62.65,Month-to-month,3,0
79.98,One year,2,0
78.21,Month-to-month,2,0
15.93,Month-to-month,1,0
89.54,Month-to-month,1,0
43.05,Month-to-month,2,0
84.23,Month-to-month,1,1
80.0,One year,1,1
48.47,Month-to-month,2,0
70.48,Month-to-month,3,0
72.0,Two year,1,0
40.27,Month-to-month,2,1
24.93,Month-to-month,0,0
10.0,One year,0,0
54.76,One year,3,0
83.65,One year,0,0
44.42,Month-to-month,5,0
76.95,Month-to-month,1,0
113.63,Month-to-month,1,0
73.89,Month-to-month,2,0
77.56,Month-to-month,3,0
40.88,One year,3,0
80.33,Month-to-month,2,0
81.37,Two year,2,0
78.33,Month-to-month,1,0
68.43,One year,6,1
101.38,Month-to-month,1,0
10.0,One year,3,0
63.48,Two year,4,1
74.08,One year,0,0
26.68,Month-to-month,2,0
103.64,One year,1,1
56.77,One year,0,0
87.86,One year,1,1
72.15,One year,1,0
50.95,Month-to-month,0,0
57.78,Month-to-month,2,1
79.24,Month-to-month,2,0
29.01,Two year,1,0
64.86,Month-to-month,3,0
80.27,Month-to-month,5,0
69.99,Month-to-month,4,1
28.86,Month-to-month,3,0
82.58,Month-to-month,2,0
55.25,Month-to-month,2,0
99.5,One year,3,0
112.97,Month-to-month,3,0
46.68,Month-to-month,3,1
44.34,Month-to-month,5,0
57.76,Two year,1,0
81.28,Month-to-month,2,0
54.18,Month-to-month,6,1
42.5,Month-to-month,2,0
83.73,Month-to-month,3,1
50.4,One year,2,0
121.15,Month-to-month,2,0
40.14,One year,4,0
57.78,Month-to-month,2,0
30.37,Month-to-month,1,0
80.63,Month-to-month,4,1
42.52,Month-to-month,4,0
76.61,Month-to-month,4,1
115.74,Month-to-month,0,0
35.84,Month-to-month,2,1
112.15,Month-to-month,4,1
127.75,Month-to-month,0,0
124.35,One year,0,0
126.35,One year,1,0
95.99,Month-to-month,2,1
36.23,Month-to-month,1,0
42.0,Month-to-month,4,1
26.49,Two year,3,1
78.03,Month-to-month,5,1
14.94,One year,1,0
86.49,One year,2,0
101.11,Month-to-month,0,0
40.05,Month-to-month,4,0
44.22,Month-to-month,3,0
10.0,Two year,3,0
67.37,One year,2,1
91.24,Month-to-month,3,0
88.79,Month-to-month,2,0
22.5,Month-to-month,0,0
75.05,Month-to-month,2,0
62.6,Two year,1,0
39.24,Month-to-month,0,0
39.56,Month-to-month,0,0
91.22,Two year,3,0
42.51,One year,2,0
77.28,Month-to-month,3,1
79.8,Month-to-month,2,1
32.71,One year,4,1
134.7,Two year,4,0
48.57,One year,4,0
42.85,Two year,3,0
34.84,Month-to-month,1,1
70.52,Month-to-month,4,0
47.95,Two year,3,0
84.07,One year,0,0
93.09,One year,3,0
83.94,Month-to-month,6,1
58.66,Month-to-month,2,0
11.34,One year,3,1
10.0,Month-to-month,0,0
133.25,Month-to-month,1,0
101.54,Month-to-month,3,1
20.45,One year,2,0
61.85,Month-to-month,2,0
67.31,Month-to-month,4,1
129.42,Month-to-month,2,0
68.6,Two year,1,0
35.79,Month-to-month,0,0
46.0,Month-to-month,2,0
86.17,Two year,4,1
104.04,Month-to-month,3,0
95.82,Month-to-month,2,0
38.06,One year,0,0
45.85,Month-to-month,0,0
78.53,Two year,2,0
96.82,Month-to-month,1,0
52.13,Month-to-month,5,1
90.09,Month-to-month,2,0
92.65,Month-to-month,1,0
73.79,Month-to-month,5,0
43.16,Two year,1,0
37.17,Month-to-month,3,0
88.77,One year,2,0
45.44,One year,2,0
80.87,One year,1,0
72.96,Month-to-month,3,1
10.0,Month-to-month,1,0
73.62,Month-to-month,2,0
64.63,One year,3,1
42.28,Two year,3,1
35.71,Month-to-month,2,0
120.61,Month-to-month,5,1
57.57,Month-to-month,3,0
51.71,One year,7,1
87.38,Month-to-month,3,0
74.02,One year,3,1
53.22,One year,1,0
92.04,Month-to-month,6,0
86.88,Month-to-month,3,0
74.74,One year,2,1
59.46,One year,2,0
81.1,Two year,0,0
83.11,Two year,1,0
52.89,Month-to-month,3,0
66.79,One year,2,0
86.61,Two year,1,0
41.28,Month-to-month,1,0
29.06,Month-to-month,4,0
39.59,One year,1,0
55.31,Month-to-month,2,0
70.1,Two year,3,0
40.26,Month-to-month,2,0
81.54,Month-to-month,3,0
20.99,Month-to-month,2,0
10.0,One year,0,0
71.17,One year,2,0
126.99,One year,4,0
59.39,Month-to-month,0,0
52.39,Month-to-month,3,0
48.4,Month-to-month,0,0
33.97,Two year,1,0
74.03,Month-to-month,1,0
98.94,One year,4,1
25.56,Month-to-month,0,0
112.25,Month-to-month,4,0
98.42,Month-to-month,1,0
48.91,Month-to-month,3,1
86.02,Month-to-month,2,0
20.66,Two year,1,0
124.78,Month-to-month,2,0
40.36,One year,3,0
73.68,Month-to-month,1,0
39.93,Two year,3,0
98.42,Month-to-month,1,0
34.42,Month-to-month,1,0
46.94,One year,2,0
55.53,Month-to-month,2,0
71.79,Month-to-month,4,0
87.07,Month-to-month,1,1
61.86,Month-to-month,2,0
45.9,Month-to-month,2,0
85.75,Month-to-month,3,1
64.84,Month-to-month,4,0
39.22,Month-to-month,2,0
54.82,Month-to-month,5,0
67.6,Month-to-month,2,0
22.36,Two year,4,0
40.09,Two year,2,0
57.74,Month-to-month,2,0
47.15,One year,2,0
33.93,Month-to-month,2,0
112.54,Two year,2,1
73.1,One year,0,1
51.09,Month-to-month,4,0
99.35,Two year,2,1
84.44,Month-to-month,4,0
54.93,Month-to-month,0,0
113.57,One year,3,1
78.15,Month-to-month,0,0
13.59,Month-to-month,4,0
72.63,Month-to-month,0,1
51.11,Month-to-month,2,0
33.45,One year,1,0
23.82,Two year,0,0
44.34,One year,1,0
66.37,One year,2,0
57.0,Two year,3,1
79.94,Month-to-month,3,1
102.73,Month-to-month,1,0
54.76,Month-to-month,3,0
62.45,Month-to-month,4,0
85.22,Two year,1,0
90.9,Month-to-month,2,0
65.64,Month-to-month,0,0
57.18,One year,2,1
23.81,Month-to-month,2,1
76.75,Month-to-month,7,0
102.61,One year,5,1
91.97,One year,1,1
117.69,Month-to-month,1,0
78.52,Month-to-month,2,0
103.68,Month-to-month,5,1
73.97,Month-to-month,2,0
62.05,Month-to-month,5,1
21.89,Month-to-month,0,0
109.16,Two year,1,0
102.03,Month-to-month,2,0
41.15,Month-to-month,3,0
64.33,Month-to-month,2,1
16.51,Month-to-month,3,1
43.4,Two year,1,0
39.88,One year,3,0
60.26,Two year,3,0
115.89,Two year,1,0
54.69,One year,1,0
106.8,Month-to-month,1,0
76.07,Month-to-month,1,0
37.81,One year,2,0
43.16,Month-to-month,4,1
36.26,Month-to-month,1,0
74.83,Month-to-month,4,0
10.0,One year,3,0
109.6,Month-to-month,2,1
67.01,Two year,1,0
75.34,Month-to-month,2,0
96.91,One year,1,0
105.48,Month-to-month,3,0
78.89,One year,1,0
104.24,Month-to-month,3,0
47.73,Month-to-month,2,0
97.07,Month-to-month,1,1
38.46,Month-to-month,3,0
95.92,One year,2,0
89.31,Month-to-month,5,0
106.66,Month-to-month,5,1
13.06,Two year,3,0
100.13,Month-to-month,3,0
78.61,Month-to-month,4,1
69.24,Two year,2,0
59.03,Two year,2,0
63.42,Two year,2,1
139.36,Month-to-month,1,0
65.54,Month-to-month,2,0
82.72,Month-to-month,3,0
91.61,One year,2,1
50.4,Month-to-month,5,0
101.92,Two year,0,1
48.13,Month-to-month,2,0
103.36,Month-to-month,1,0
46.9,One year,1,0
56.55,Month-to-month,4,1
93.26,Month-to-month,5,1
77.28,One year,1,0
85.13,Month-to-month,1,0
39.75,One year,3,0
118.88,Month-to-month,5,1
21.83,One year,1,0
101.89,Month-to-month,3,1
87.79,Two year,3,0
53.06,One year,2,1
80.44,Month-to-month,0,0
87.77,Two year,2,0
64.36,Month-to-month,8,0
55.14,One year,3,0
87.95,One year,2,0
121.97,Month-to-month,2,1
50.38,One year,1,0
94.15,Month-to-month,1,0
87.77,Month-to-month,0,0
129.92,One year,2,1
111.63,Month-to-month,0,0
103.72,Month-to-month,0,1
120.94,Two year,4,0
80.12,One year,3,0
66.06,One year,0,0
99.21,Month-to-month,3,0
50.28,Month-to-month,3,0
113.58,Month-to-month,2,1
36.19,Month-to-month,1,0
38.14,One year,1,0
51.03,Two year,1,0
44.73,Month-to-month,3,1
50.97,Month-to-month,2,1
12.86,Month-to-month,1,0
48.89,Month-to-month,1,1
63.33,Month-to-month,0,0
79.16,Month-to-month,2,0
66.02,Month-to-month,3,0
79.2,One year,3,0
79.73,Month-to-month,1,0
29.73,Month-to-month,1,0
97.94,One year,3,0
55.07,Month-to-month,2,0
10.0,Month-to-month,3,0
48.19,Month-to-month,2,1
75.89,Month-to-month,2,0
116.92,One year,1,1
109.17,One year,4,1
16.47,Two year,4,0
38.37,One year,2,0
80.41,Month-to-month,1,0
78.06,Month-to-month,1,0
73.67,Month-to-month,5,0
81.28,One year,2,0
20.92,Month-to-month,1,0
65.57,Month-to-month,2,0
68.33,One year,3,0
39.87,Month-to-month,1,0
67.19,Two year,0,0
70.38,One year,5,1
69.57,Month-to-month,0,1
127.41,Month-to-month,2,0
80.26,One year,1,0
61.47,One year,3,0
40.77,Month-to-month,3,0
106.42,Month-to-month,1,0
77.15,Two year,3,0
52.05,One year,1,0
28.37,Month-to-month,2,0
96.61,Month-to-month,1,1
86.67,Two year,3,0
48.38,Month-to-month,3,0
50.93,One year,2,1
74.54,Month-to-month,2,0
104.77,Two year,0,0
81.09,Month-to-month,4,0
44.3,One year,1,0
113.06,Two year,2,0
76.89,Month-to-month,2,1
49.94,One year,1,1
63.55,Month-to-month,3,1
76.99,Month-to-month,7,0
105.94,Month-to-month,3,0
65.24,Month-to-month,5,1
27.75,Two year,2,0
51.85,Month-to-month,3,0
131.52,Month-to-month,2,0
128.32,Month-to-month,1,1
90.22,Month-to-month,1,0
10.0,Two year,5,0
132.3,One year,3,0
47.37,One year,6,1
96.87,Two year,3,0
72.81,Month-to-month,2,1
92.09,Two year,3,0
83.96,Month-to-month,1,1
76.8,Month-to-month,0,0
65.57,Month-to-month,5,0
39.29,Month-to-month,1,0
43.89,Month-to-month,2,1
71.41,Month-to-month,2,1
56.8,One year,3,0
69.87,Month-to-month,2,1
99.06,One year,2,0
91.8,Month-to-month,1,0
83.16,Two year,0,0
81.43,One year,2,0
78.26,One year,4,1
103.74,One year,3,0
76.97,Month-to-month,2,1
46.66,Two year,2,0
146.41,Two year,1,1
57.61,One year,2,0
22.18,Month-to-month,0,0
71.23,One year,1,0
36.53,Month-to-month,3,0
33.28,Month-to-month,2,0
77.51,Two year,4,0
83.28,One year,1,0
44.24,Month-to-month,3,0
63.99,One year,1,0
108.06,One year,1,0
20.6,Month-to-month,1,0
75.34,Month-to-month,4,0
53.17,Month-to-month,0,0
78.94,Month-to-month,3,1
58.5,Month-to-month,4,1
34.43,One year,5,0
90.29,Two year,1,0
133.14,Month-to-month,2,1
90.82,Month-to-month,4,0
69.37,Two year,5,0
94.23,Month-to-month,1,0
68.96,Month-to-month,3,0
120.59,One year,1,1
74.7,Month-to-month,4,0
124.74,Two year,2,0
97.21,Month-to-month,3,1
86.24,Month-to-month,2,1
79.46,Month-to-month,2,0
82.64,Two year,2,0
34.53,One year,1,0
71.65,Two year,2,0
121.79,Two year,3,0
55.14,Month-to-month,2,1
65.56,Month-to-month,3,0
92.37,Month-to-month,5,0
26.25,One year,2,0
39.87,One year,2,1
115.86,Month-to-month,1,1
63.95,One year,4,0
119.34,One year,0,0
95.55,Month-to-month,3,0
58.85,Month-to-month,4,1
105.07,Month-to-month,3,1
61.98,One year,1,0
37.92,Month-to-month,0,0
118.72,Month-to-month,4,0
19.94,One year,4,0
58.93,Month-to-month,2,1
32.77,One year,4,0
71.8,One year,1,0
81.99,Month-to-month,2,0
93.14,Month-to-month,1,0
129.84,Month-to-month,1,0
96.0,Month-to-month,0,0
70.67,One year,0,1
63.65,Two year,5,1
45.92,Month-to-month,2,0
77.78,Month-to-month,2,1
57.2,One year,4,0
127.33,One year,3,1
80.59,Month-to-month,3,0
48.86,Month-to-month,3,0
70.08,Month-to-month,3,0
104.06,Month-to-month,2,0
81.34,Month-to-month,3,0
67.37,Month-to-month,0,1
65.09,Month-to-month,1,0
89.82,Month-to-month,4,0
73.21,Month-to-month,0,0
55.4,Month-to-month,3,0
78.08,Two year,5,0
76.87,Two year,0,0
77.94,Month-to-month,3,0
100.35,Two year,0,0
37.29,Month-to-month,1,0
61.7,Two year,2,1
67.72,Two year,3,0
53.12,Month-to-month,2,0
46.84,Month-to-month,1,0
76.71,Month-to-month,2,1
80.29,Month-to-month,4,1
59.4,One year,2,0
114.51,Month-to-month,4,1
64.48,One year,2,0
27.19,Month-to-month,0,0
92.13,Two year,1,0
43.49,Month-to-month,1,0
125.33,Month-to-month,2,0
48.98,Month-to-month,3,1
43.31,One year,2,0
103.4,Month-to-month,1,1
62.17,Month-to-month,3,1
70.6,One year,1,1
41.59,Two year,2,0
66.13,One year,2,0
65.31,Two year,2,0
46.13,One year,0,1
108.76,Two year,3,0
44.52,One year,2,1
58.62,One year,2,0
48.95,One year,1,1
55.74,Month-to-month,4,0
33.39,Two year,1,0
82.58,Month-to-month,3,0
111.71,One year,4,1
91.94,Month-to-month,4,0
99.19,Two year,4,0
81.88,One year,1,1
43.97,Month-to-month,3,0
34.27,Month-to-month,6,0
47.66,One year,3,0
85.22,Month-to-month,6,0
102.27,Two year,3,0
43.13,Month-to-month,4,0
77.0,Month-to-month,0,0
99.37,Month-to-month,0,0
110.12,One year,2,1
104.83,One year,1,0
68.29,One year,2,0
139.83,One year,1,0
129.56,Month-to-month,2,1
62.13,Two year,2,1
97.07,Two year,2,0
75.99,Month-to-month,2,0
71.45,Month-to-month,5,1
21.38,One year,2,0
158.61,One year,3,1
47.4,Month-to-month,2,1
51.08,Month-to-month,3,0
62.36,Month-to-month,4,0
111.87,Month-to-month,4,1
67.78,Month-to-month,1,0
11.77,Two year,4,0
46.53,Two year,6,0
114.75,Month-to-month,2,0
70.08,Month-to-month,1,1
57.03,Month-to-month,5,0
100.73,One year,2,0
104.1,One year,4,1
82.57,Two year,3,0
84.83,Two year,6,0
137.21,Two year,3,0
55.89,One year,0,0
24.18,One year,2,0
54.88,Month-to-month,1,0
62.7,Month-to-month,4,1
94.3,Month-to-month,1,1
58.34,One year,1,1
19.88,Month-to-month,1,1
79.84,Month-to-month,4,0
55.84,Month-to-month,5,0
57.88,Month-to-month,3,1
43.16,One year,2,0
46.32,Month-to-month,1,0
64.22,Month-to-month,1,0
45.89,Two year,3,0
106.37,Month-to-month,2,0
40.11,Month-to-month,4,0
77.97,Month-to-month,5,0
77.05,Month-to-month,4,0
81.22,Month-to-month,3,1
94.24,Month-to-month,3,0
94.93,Month-to-month,2,0
63.14,Month-to-month,0,0
81.99,Month-to-month,3,0
29.63,Two year,2,0
129.43,Month-to-month,3,1
55.41,Two year,1,0
28.88,Month-to-month,4,0
52.96,One year,1,0
79.94,Month-to-month,1,0
104.83,Month-to-month,0,0
78.72,Month-to-month,4,0
74.55,Month-to-month,1,0
100.55,Month-to-month,1,0
64.8,Month-to-month,3,0
68.48,One year,2,0
89.84,Month-to-month,0,0
102.31,One year,4,0
86.33,Two year,1,0
30.28,Month-to-month,5,1
117.77,Two year,2,0
77.71,One year,3,1
10.0,Two year,3,0
54.18,Month-to-month,3,0
107.39,Month-to-month,4,1
35.42,Month-to-month,3,0
72.69,Month-to-month,0,0
133.65,Month-to-month,3,1
94.09,Month-to-month,2,1
31.22,Month-to-month,1,0
62.5,Two year,0,0
45.98,Month-to-month,3,0
89.56,Month-to-month,1,0
99.25,Month-to-month,1,0
49.61,One year,1,1
30.96,Month-to-month,2,0
83.45,One year,2,0
91.74,One year,3,1
94.77,One year,2,1
90.23,Month-to-month,8,1
60.49,Month-to-month,3,0
10.0,One year,3,0
51.0,Month-to-month,6,1
92.06,Month-to-month,1,0
70.85,Month-to-month,5,0
82.39,One year,3,0
20.14,Month-to-month,0,0
62.05,Month-to-month,1,0
63.17,Month-to-month,2,0
83.21,One year,3,0
64.45,Month-to-month,4,1
57.96,Month-to-month,1,0
29.49,Month-to-month,2,0
78.24,Month-to-month,3,0
73.09,Month-to-month,3,0
48.01,Month-to-month,5,1
34.87,Month-to-month,3,1
139.95,One year,1,0
43.63,One year,3,0
90.89,Month-to-month,0,0
58.4,Two year,4,0
22.37,One year,2,0
103.7,Two year,1,0
72.48,One year,4,1
77.29,Month-to-month,3,1
66.68,Month-to-month,1,1
57.61,Two year,0,0
78.09,One year,1,1
78.77,Month-to-month,3,0
33.42,One year,4,1
16.45,Month-to-month,1,0
48.21,One year,2,1
65.82,Month-to-month,0,0
103.63,Month-to-month,2,0
89.63,One year,1,0
126.35,One year,0,0
70.69,Month-to-month,1,0
13.76,One year,3,0
30.69,Month-to-month,3,0
53.93,Month-to-month,3,1
84.91,Month-to-month,0,0
50.58,Month-to-month,2,1
61.45,Month-to-month,0,0
81.91,Month-to-month,0,0
59.26,Month-to-month,1,1
57.43,One year,1,1
84.98,Two year,2,0
10.0,Month-to-month,2,0
88.76,Month-to-month,4,0
87.07,One year,1,0
79.26,Month-to-month,6,0
111.11,One year,1,0
100.31,Month-to-month,4,1
100.11,Two year,0,0
55.08,Month-to-month,0,0
71.78,Month-to-month,2,0
50.14,Month-to-month,2,0
107.92,Month-to-month,1,0
58.82,Two year,0,0
100.03,Month-to-month,3,0
58.79,Month-to-month,3,0
51.12,Month-to-month,0,0
109.69,Month-to-month,1,0
99.64,Month-to-month,4,1
113.89,Month-to-month,2,0
36.38,Two year,3,0
35.33,Month-to-month,1,0
22.16,Month-to-month,0,0
76.97,Month-to-month,0,0
62.28,Month-to-month,0,0
61.08,Month-to-month,0,0
85.19,Two year,3,0
50.17,Month-to-month,2,0
20.29,Month-to-month,0,0
24.19,One year,4,0
39.35,Two year,2,1
75.63,Month-to-month,2,0
80.57,Two year,2,0
103.51,Two year,2,0
41.12,Month-to-month,3,0
53.03,Month-to-month,3,1
80.4,One year,0,0
53.14,Two year,2,0
66.12,Two year,2,0
75.51,Month-to-month,1,0
117.94,One year,0,0
89.95,Month-to-month,0,1
49.71,Two year,2,0
104.08,Month-to-month,2,1
58.52,Month-to-month,3,1
92.94,Month-to-month,1,0
78.82,One year,2,0
24.77,Two year,0,0
72.76,Month-to-month,2,1
79.1,Month-to-month,2,0
10.0,Month-to-month,2,1
70.53,Month-to-month,3,0
102.46,One year,5,1
68.12,Month-to-month,1,0
51.54,Two year,2,0
76.23,One year,0,0
98.21,Two year,2,0
104.46,Month-to-month,2,0
84.37,Month-to-month,3,1
55.77,One year,2,0
37.24,Month-to-month,0,0
94.62,Month-to-month,2,0
54.79,Month-to-month,3,1
42.56,Month-to-month,1,0
17.86,Month-to-month,1,0
14.16,One year,0,0
94.7,Month-to-month,6,1
62.34,One year,2,0
87.03,Month-to-month,1,0
109.66,Month-to-month,0,0
103.55,Two year,1,1
10.0,Month-to-month,3,0
33.01,Month-to-month,2,1
66.83,One year,1,1
91.52,Month-to-month,2,0
84.64,Month-to-month,0,0
127.95,Month-to-month,1,1
87.04,One year,1,0
59.11,Month-to-month,1,0
56.37,Month-to-month,3,0
41.53,Month-to-month,0,0
85.12,One year,0,0
61.41,Two year,6,1
12.99,Two year,3,0
91.44,Month-to-month,3,0
72.1,Month-to-month,4,1
81.13,Month-to-month,3,0
35.42,Two year,1,0
118.23,One year,2,1
48.5,Month-to-month,0,0
112.28,One year,2,1
77.02,One year,3,0
61.09,Two year,1,0
123.84,Month-to-month,2,1
76.31,Month-to-month,0,0
76.28,One year,2,1
61.15,One year,0,0
10.0,Month-to-month,4,0
97.86,Two year,5,1
61.61,Month-to-month,2,1
61.87,Two year,1,0
42.54,One year,2,0
55.13,Month-to-month,1,0
41.44,One year,2,0
103.63,Month-to-month,1,0
26.51,One year,1,1
10.0,Month-to-month,1,0
32.01,Month-to-month,2,0
109.14,One year,3,0
38.28,Month-to-month,3,0
97.43,Two year,2,0
10.0,Two year,4,0
49.76,Month-to-month,1,1
62.5,Two year,2,1
36.34,Month-to-month,2,0
70.57,Month-to-month,5,0
71.88,Month-to-month,1,0
36.51,Month-to-month,4,0
36.37,One year,4,1
73.4,Two year,6,1
112.2,Two year,2,0
98.04,Month-to-month,4,0
101.4,Month-to-month,2,1
93.78,Month-to-month,3,1
95.34,Month-to-month,3,1
57.86,Month-to-month,1,0
52.45,One year,0,0
105.62,One year,2,0
59.75,Month-to-month,2,0
45.98,One year,2,1
94.85,Two year,2,0
51.32,Month-to-month,2,0
75.89,Month-to-month,2,0
10.0,One year,2,0
87.74,Month-to-month,2,1
28.28,Month-to-month,3,1
79.1,Two year,0,0
65.67,One year,1,0
139.89,Month-to-month,3,1
69.49,One year,2,0
82.91,One year,0,1
81.66,Month-to-month,3,0
47.2,Month-to-month,2,0
97.54,Month-to-month,3,0
79.0,Month-to-month,1,0
91.35,Month-to-month,1,1
137.73,Month-to-month,3,0
28.2,Month-to-month,1,0
81.43,Two year,3,0
73.48,Two year,0,0
31.1,Two year,1,0
30.58,Two year,1,0
93.12,One year,0,0
120.78,Month-to-month,2,0
107.55,One year,2,0
94.73,One year,1,1
77.93,Two year,2,0
90.7,Month-to-month,2,0
70.78,Month-to-month,0,0
98.63,One year,3,1
52.88,Two year,3,0
98.21,Month-to-month,1,0
99.35,Two year,2,0
79.97,Month-to-month,3,1
148.51,Month-to-month,2,1
54.12,One year,3,0
114.12,Month-to-month,1,0
50.86,Month-to-month,3,0
81.65,Month-to-month,1,0
64.96,Two year,5,0
118.06,Month-to-month,1,0
78.6,Two year,2,1
41.35,Two year,4,0
82.35,One year,2,1
37.06,Month-to-month,3,0
78.11,Month-to-month,2,0
76.88,Two year,1,0
20.23,Month-to-month,0,0
119.3,Month-to-month,4,1
76.93,Month-to-month,4,0
107.75,Two year,2,1
110.91,Month-to-month,4,0
71.51,One year,2,0
49.44,Month-to-month,0,1
96.09,One year,5,1
50.0,One year,1,0
50.99,One year,4,0
114.29,Month-to-month,2,1
59.49,Month-to-month,1,0
63.87,Month-to-month,2,1
99.0,One year,2,0
62.43,One year,0,0
41.96,Month-to-month,3,0
67.69,Month-to-month,2,1
84.48,Month-to-month,3,0
58.85,Month-to-month,4,1
73.73,Month-to-month,1,0
63.51,Month-to-month,1,0
41.8,One year,1,0
11.37,Month-to-month,3,0
95.46,One year,0,0
76.7,Month-to-month,2,0
70.22,Month-to-month,5,0
57.67,Month-to-month,5,1
