Area_sqft,Bedrooms,AgeYears,Price_USD
802.2,6,45,237575
1058.1,6,43,260650
300.0,3,15,111261
912.3,6,1,294353
2363.6,1,44,373139
300.0,4,44,110153
693.2,1,32,147146
2183.7,6,41,429077
968.2,3,27,189383
1218.5,5,30,258473
1393.1,5,12,348358
658.3,6,35,203092
1869.7,2,41,312930
1345.8,6,39,353131
1114.3,2,1,215465
1824.8,4,2,379410
801.1,1,42,133741
1417.3,1,12,248939
943.3,3,32,219249
835.0,6,47,240279
2301.1,3,26,413124
1456.7,4,15,345073
1826.4,3,48,290956
1166.1,6,5,292182
936.9,2,24,185036
300.0,3,34,113262
1257.4,3,1,271977
653.8,4,19,174685
1442.5,4,4,343469
818.3,6,42,250362
1610.5,1,22,256969
2326.3,1,29,403558
2671.7,3,48,439033
1544.3,3,50,271219
1394.9,4,2,282036
1084.5,6,36,284147
1048.3,6,1,339938
986.6,3,33,244314
2067.1,4,50,367926
1223.6,4,25,257749
2372.1,4,33,434857
982.1,4,3,278439
1336.6,6,1,348789
829.3,3,1,224561
1639.5,4,31,340038
1308.7,3,38,273565
1384.9,3,27,288365
1260.6,6,38,290927
1650.5,1,8,289311
1701.7,5,10,363302
1774.0,1,6,325008
976.7,6,28,279488
1544.4,1,18,273464
1176.2,6,16,315916
1997.9,6,32,388693
1511.3,1,37,253274
1535.1,6,26,329158
1275.4,6,41,283359
1033.9,2,41,209817
1433.1,1,22,234632
1951.2,1,11,301455
1053.7,6,35,262653
1993.9,6,29,435795
1656.2,4,18,329590
486.4,6,46,203410
988.0,2,26,210596
2429.8,1,10,421538
1345.4,4,37,290258
993.2,2,23,170159
1007.6,6,6,286124
1338.8,6,33,328177
1813.2,6,0,400952
1248.0,4,34,275228
1051.0,2,32,218384
380.5,3,34,92357
990.6,5,40,205427
1085.8,5,1,289003
1544.6,2,32,319931
1582.5,1,33,254933
2047.5,1,9,319477
864.3,3,48,187403
1460.1,1,25,250599
1472.2,6,36,348546
950.0,5,20,295268
1810.8,5,31,347568
2166.9,1,48,346751
1410.7,2,0,276226
1185.2,5,35,283190
2072.2,5,39,391183
1596.5,6,26,335786
853.2,3,42,212520
1312.8,5,20,341898
1237.1,2,43,255166
1019.4,2,17,189637
1040.4,5,27,256518
1098.8,6,6,329501
1764.8,1,4,303506
1267.5,5,35,273525
1438.7,5,16,336436
1835.4,4,27,334103
1265.5,5,16,265725
858.8,6,3,318450
1824.9,2,34,305587
1228.8,2,20,249759
2201.7,6,44,434604
1853.9,1,39,296704
1638.2,5,47,334268
1501.9,2,7,254777
1905.2,3,19,343580
1512.2,2,39,275088
422.8,3,12,145440
1354.2,2,23,249427
1657.2,4,3,310414
948.1,4,3,255113
2566.5,2,12,431254
1334.1,1,47,195226
1652.8,2,2,294704
1927.5,4,9,388589
1671.9,1,22,276010
1352.0,1,2,238196
1580.3,4,6,364260
1313.1,3,27,261099
1357.6,1,44,184261
883.7,3,7,199252
1282.9,6,13,331323
858.7,1,2,185620
1397.8,5,7,309222
1216.8,6,34,280502
1625.8,4,4,355422
727.0,1,5,151602
982.3,6,7,294139
985.9,2,49,160064
1393.4,5,48,312232
1289.7,3,41,261116
1893.5,6,8,435190
1418.8,5,44,293400
1400.0,3,43,251015
925.2,4,34,212879
1270.0,1,35,172167
799.5,3,27,175086
1622.2,6,15,393580
1773.9,3,34,306911
721.6,2,15,197162
1420.0,6,29,309187
1353.0,5,35,280484
1941.9,3,41,329174
950.2,1,48,160063
1058.1,2,9,208990
1518.8,3,3,285334
1180.5,2,6,247339
1204.1,2,15,238266
1195.8,6,34,281234
1635.2,5,40,372304
1911.3,2,10,357747
1362.9,4,48,281941
1278.2,4,49,245035
1699.0,6,34,351577
1493.0,5,7,371694
1471.5,5,37,297837
1910.1,1,33,315133
920.0,3,16,228312
1281.5,1,40,176688
958.6,5,0,264150
1158.6,6,14,287705
826.3,5,4,252676
1229.8,5,34,265388
1566.6,1,37,232215
300.0,6,48,124745
1253.1,5,25,291015
1359.6,4,48,236269
1276.0,3,14,294463
646.0,2,7,151590
1830.0,6,50,395361
1824.1,4,5,372429
1914.6,6,42,404162
1148.7,5,15,258730
1477.6,6,15,364756
1071.7,4,3,238818
917.4,3,13,238741
893.8,3,7,202451
1490.3,1,26,260812
1776.2,4,19,330851
1978.9,3,15,383955
1377.7,2,0,237160
1093.0,5,41,223313
1356.5,3,3,306052
1837.1,1,8,332170
2130.1,3,49,355437
1929.7,2,40,314322
1885.5,5,36,375499
2012.7,2,5,367790
1433.1,4,15,326973
1526.8,6,13,356075
1877.0,3,6,329760
1631.7,5,15,355300
1790.2,6,24,378817
1126.5,1,13,228843
2029.4,2,30,337101
1175.5,4,27,282847
1900.5,5,13,398145
1359.7,1,40,203222
1159.9,1,28,219325
502.9,4,50,124105
1302.0,3,23,261094
838.8,1,36,134264
984.8,2,32,170114
1629.1,6,3,392386
716.9,3,21,162980
1953.7,3,21,343781
2534.2,3,25,440737
1182.6,4,40,237385
1942.0,3,6,362458
771.3,2,36,148167
1580.0,1,10,284949
1559.8,6,24,349582
2783.8,2,23,437270
1232.5,6,45,303061
1608.0,2,27,271515
1317.0,5,28,306036
1232.8,3,39,259754
1337.8,2,15,251588
1315.1,3,9,256428
1115.0,5,13,276274
1520.5,2,35,248468
996.9,6,28,254652
1220.3,4,23,260802
2264.7,2,21,362153
1347.8,3,1,263601
1799.0,5,9,399883
1365.7,2,2,269754
1745.8,5,13,381248
1321.4,1,26,235371
300.0,5,47,94405
1386.1,1,34,218027
949.3,5,31,271229
1265.0,1,43,232871
1709.7,5,32,340697
2217.4,1,11,349559
766.2,4,36,148486
1292.5,1,41,196107
1407.7,1,15,253941
1422.0,3,8,308121
1425.0,6,29,307620
1653.5,4,33,320972
1203.0,2,36,204215
1310.7,3,8,251816
1577.4,1,13,257064
1085.5,6,31,297962
1134.0,5,25,282792
1370.1,6,13,345352
1134.0,2,27,238295
960.0,2,19,189613
907.3,1,20,160251
1380.4,6,32,333131
2016.6,4,14,374323
1576.6,4,27,334547
971.5,4,11,252207
2096.7,5,4,441860
1174.4,6,36,276330
2114.2,5,31,429012
1366.6,2,20,286418
1519.8,3,28,299251
1235.5,6,39,285996
1265.6,3,37,278792
2022.0,5,39,404057
1319.2,5,43,321299
1824.3,6,35,369575
1421.3,5,10,314920
1347.9,4,22,303830
1680.8,3,34,255549
1346.8,1,24,264141
1045.5,2,18,231476
1058.7,3,24,209362
1660.6,5,12,387578
405.8,6,2,204088
1569.3,5,36,325599
753.0,2,45,121234
1478.7,5,26,345284
2002.4,6,28,435526
1002.2,3,45,203755
1635.8,2,31,261498
1905.9,2,12,350495
1140.9,1,20,218799
1108.8,4,8,298961
1568.8,6,23,358091
1962.5,2,25,328094
2427.1,1,15,375210
1066.8,2,40,194251
1691.4,1,49,275565
1183.9,5,26,320270
892.0,1,18,173826
1294.8,2,21,268490
1296.2,5,2,320222
1438.9,5,32,329006
1588.4,1,13,261596
1504.7,3,27,294065
1946.8,2,36,307653
2245.2,2,32,397575
1407.0,2,28,295770
1178.5,3,38,234391
1310.3,5,5,308675
1296.3,3,50,316807
1133.9,2,27,236437
725.6,2,12,194347
793.5,6,1,271181
1707.7,2,30,276643
1737.4,5,27,359815
1546.4,2,30,274661
1291.1,5,1,317193
1172.7,5,11,270227
782.4,2,34,154635
1106.8,5,49,228687
1070.6,2,30,174759
763.6,3,40,151799
1498.0,3,47,266186
1067.5,2,11,211744
1418.2,4,20,298913
734.3,4,50,211087
1664.4,6,36,363096
1593.2,4,11,297991
1169.0,3,10,245061
2018.0,4,12,392364
1363.6,3,19,228203
1461.1,5,0,342956
697.1,4,4,194201
1047.8,3,5,235070
1107.1,4,49,234864
1751.9,4,4,360147
1833.7,3,42,322363
1143.4,4,47,226711
1476.6,3,16,303053
1785.5,2,43,288464
1247.0,5,34,295646
742.0,1,34,105198
1719.9,2,47,275021
1591.2,2,19,296153
1531.0,2,16,257422
1831.8,3,38,316268
1868.8,2,27,332800
1679.5,2,24,280645
873.1,6,42,264585
719.3,6,49,212199
1557.7,3,9,303594
1429.4,3,1,308548
1463.2,4,38,293714
2160.9,1,0,368097
1812.9,2,37,301826
1317.1,6,19,322672
1068.7,1,3,180255
1690.2,6,42,376148
1608.1,6,46,335671
1303.2,2,34,251238
300.0,4,35,101610
968.7,5,16,279188
1781.3,2,24,295946
818.5,5,5,256812
1660.6,6,0,384203
1599.7,3,28,304446
954.0,6,16,261783
1805.0,4,28,335939
1364.2,1,28,218340
1333.2,6,1,355300
882.7,3,49,189313
1983.9,3,42,357993
863.5,2,2,195915
858.4,3,38,222872
1463.7,3,8,280168
958.8,5,25,244679
2330.6,4,23,385501
955.4,6,8,288517
1756.9,2,25,289258
2139.3,6,27,441825
1722.1,5,16,354335
1060.1,4,32,233528
1554.5,4,10,331405
2009.9,4,46,353936
725.4,1,43,123965
1893.9,4,12,369337
1621.0,2,22,275940
2250.5,1,39,362562
1592.8,3,23,308203
1468.5,6,25,309026
1707.7,1,39,261802
842.0,1,2,148511
1033.0,3,26,243844
1431.2,1,40,211408
1164.3,1,27,183903
1124.8,1,29,189772
2317.1,5,36,451991
2207.3,5,2,439427
300.0,2,41,78665
1418.0,2,34,254215
863.7,5,27,198878
1917.8,3,28,357826
1500.2,3,43,264049
2059.3,2,20,333571
1012.4,3,45,234733
972.5,6,4,268990
1301.5,2,12,263936
1131.3,6,45,286383
1358.4,2,37,204958
1934.1,3,47,321180
1610.3,4,9,316121
1266.6,5,47,293575
1424.3,5,14,341331
687.9,2,32,172308
521.2,5,4,179097
1945.0,4,3,439227
1057.4,1,18,205989
2045.2,1,32,357281
1262.1,3,14,264560
1460.4,6,42,323507
1773.8,5,10,364894
1826.4,3,50,342531
1168.6,3,38,226010
1432.0,5,28,313760
1391.8,1,18,260407
1570.3,4,18,341107
1486.9,4,4,319600
1071.4,5,22,269779
1467.3,6,9,362472
741.5,3,29,173330
1401.4,6,5,373569
1453.3,4,42,298841
958.8,3,1,220863
1273.1,4,48,282285
1168.9,1,50,167278
1177.5,2,11,229976
1740.9,2,41,287925
1608.1,2,12,287970
1832.6,5,25,372887
2335.2,5,42,460000
1893.8,5,10,401668
708.7,2,23,186350
1105.0,1,18,185568
2003.9,4,14,381934
1222.3,3,21,225057
1192.4,6,6,292492
1550.4,2,26,260931
1271.9,2,9,231945
2169.2,3,14,387186
1327.4,6,16,333836
2485.3,6,24,481883
1148.0,4,1,308934
1104.3,2,1,227281
1024.1,4,49,235046
1045.9,1,49,144684
1725.6,2,27,293933
795.2,3,4,206655
948.0,6,41,262263
1633.8,1,42,273662
423.5,5,22,144440
737.3,2,5,223673
1376.6,5,48,324615
1583.6,3,46,289786
1248.7,6,21,321951
1596.0,1,20,272280
1012.7,1,20,161342
2081.3,4,28,367148
1809.9,1,37,263564
1033.6,6,25,254182
1315.2,1,28,253191
516.0,2,29,109079
1818.3,6,15,427466
824.3,3,31,178641
1157.6,6,0,315823
1268.1,5,19,294936
780.6,3,6,185381
1025.2,6,16,320627
1567.6,4,13,332041
1175.9,4,0,309075
1792.3,6,5,414166
1733.7,1,43,298720
1018.0,3,26,218508
1195.9,3,36,229950
1196.1,2,17,201145
1218.2,2,3,259940
2063.7,6,35,457005
1486.2,1,21,270816
653.3,2,24,135070
1105.3,4,5,282556
1192.0,4,10,254406
1590.6,6,29,339974
2211.0,4,22,405041
1754.3,6,30,370417
1354.1,3,37,270150
1017.2,6,25,293986
2039.5,3,26,361785
1266.5,1,24,247507
760.8,5,21,212022
1560.9,2,33,296044
843.9,5,18,229811
1696.9,6,21,382947
1222.7,5,35,281755
1262.4,2,45,235096
300.0,2,36,77153
1884.9,1,30,270138
869.4,2,32,185163
1075.0,4,6,261300
1485.9,2,29,299495
1334.4,6,30,295249
2433.3,4,18,451440
623.8,4,36,137527
1227.6,1,38,200761
1753.8,6,47,372513
1200.6,6,44,317934
1398.5,4,23,306056
2563.1,5,6,494487
1429.6,4,8,314809
2030.3,6,46,432371
1692.3,3,14,292462
1731.9,2,11,326791
1310.7,4,30,263290
667.0,4,6,192944
1889.4,5,4,405560
1650.6,6,34,335025
1641.0,1,5,257005
1332.5,3,22,280306
1108.3,4,31,237951
1995.2,3,49,344305
1547.0,1,16,268762
577.1,1,21,89890
1375.9,5,25,296502
1263.2,6,33,290158
300.0,4,10,95456
1063.4,5,7,274945
2568.2,4,36,458148
338.0,6,21,188390
880.6,3,25,204129
305.1,2,34,48866
687.7,5,23,175492
572.7,5,6,193679
867.0,6,19,264014
2172.2,2,29,357258
1807.7,1,30,276514
1283.4,1,48,225435
2153.2,6,14,468261
1185.8,6,15,324991
970.1,4,40,225448
1205.1,1,30,179615
687.4,5,9,235542
551.3,5,32,232524
1696.9,5,43,357282
1549.2,3,42,281740
820.7,1,27,115781
1610.3,6,7,365801
1628.3,3,24,323934
1128.0,4,36,258332
971.2,6,40,238005
1756.2,4,28,355661
1601.5,2,9,278695
2183.0,5,27,448140
1596.2,4,6,351789
602.3,3,32,169322
710.5,3,39,150543
1302.0,6,40,322821
1764.0,6,25,391898
1544.4,1,36,255799
1122.4,1,5,210659
642.8,1,2,122531
2061.0,2,6,375875
2039.5,5,24,420779
766.7,5,46,181123
1699.0,3,34,324071
1514.9,5,26,341799
1707.9,3,0,327660
2083.1,2,11,373960
2041.4,5,15,406907
1627.9,4,4,357713
1290.3,5,5,296802
1265.3,3,24,282054
1301.6,6,16,352843
2628.5,5,19,520417
1420.3,2,38,286637
1750.9,5,16,403397
1587.2,5,40,349824
954.8,6,45,283478
1615.0,5,34,337570
1102.0,2,34,192035
974.1,6,6,305917
1667.4,4,2,351326
830.9,4,36,219275
1794.9,6,29,375619
1656.6,6,37,350715
1969.2,1,32,285601
1616.0,5,2,343558
970.0,5,28,254968
1901.4,6,28,379615
1924.6,5,33,367499
1802.1,4,25,339293
1729.9,2,24,297128
734.9,3,33,170599
1785.2,2,31,347183
837.9,3,35,198571
1120.3,4,14,250051
1025.7,3,3,236903
694.1,1,24,119161
1479.8,5,12,355070
1386.0,3,9,296951
1997.7,3,42,340207
1942.4,3,28,361665
1479.6,1,26,255217
1754.7,5,15,377287
1353.1,1,41,222997
1350.3,5,43,304699
1456.5,5,13,375680
1332.2,2,24,269588
1495.4,6,47,312481
1698.5,4,29,341605
851.1,1,23,196838
1216.4,2,38,224346
1749.1,2,24,345067
1150.6,1,3,267630
1160.1,4,14,249229
1857.0,2,43,307751
1067.0,5,40,254515
1595.1,4,43,283780
1467.4,5,35,344924
1799.4,2,17,328200
1370.3,6,44,282290
1044.3,5,22,270503
1106.5,4,21,238419
2145.1,6,40,434315
1159.9,3,41,176336
1130.5,3,39,219664
1192.3,6,22,323082
1278.2,6,37,298708
1216.4,2,15,199917
1654.1,5,19,356756
1445.7,2,50,237823
1134.4,1,49,207332
1725.1,2,13,322204
1526.8,1,14,258202
1997.1,2,10,332525
1542.4,2,19,280260
1342.3,3,29,301885
1308.4,6,43,314463
1465.3,2,39,266743
1565.2,3,32,244699
1399.1,6,7,367602
1201.7,3,8,260725
1682.0,6,40,365765
1594.9,5,39,336493
1408.4,6,49,321078
1700.8,5,14,363753
1365.6,5,26,299149
1405.5,5,35,279761
1684.2,5,49,331037
1760.4,6,1,430502
1694.0,1,7,282334
1055.9,1,47,181720
1569.1,3,29,275747
1419.6,3,15,258843
1576.3,4,45,296866
2220.6,2,14,405391
1305.3,6,23,292992
1409.9,2,45,275978
1146.8,1,42,226169
1313.7,5,41,303406
1095.2,4,33,232149
917.2,6,40,241080
520.0,3,13,138823
1087.1,6,11,285467
1118.1,1,45,172348
1373.5,3,39,223273
1157.3,6,18,311184
1864.6,1,8,295657
1502.0,6,2,351492
1733.9,6,27,368265
1842.4,1,11,319791
2024.1,4,27,409129
1837.9,2,40,288359
1002.3,2,20,223420
1786.6,4,36,321711
1544.2,3,44,266859
2005.9,2,34,356625
1411.6,6,44,288307
1915.0,5,4,398018
1444.9,2,35,235179
1462.9,5,39,304068
1699.7,6,35,358228
1258.4,3,31,214142
1648.7,4,31,339652
716.7,6,6,254629
1617.6,3,26,324737
827.7,1,22,143384
1649.5,1,43,256139
300.0,2,16,115053
583.4,1,20,120997
1423.8,5,36,327884
1431.7,6,7,370821
1286.3,4,21,282036
1725.1,6,29,382468
1819.6,4,34,349388
2538.9,6,45,491765
1419.8,4,46,270234
1865.5,3,1,370841
1027.1,6,21,285945
1153.9,5,47,248421
1030.6,3,44,212124
1350.4,3,32,286624
1500.5,1,17,256633
1868.9,3,35,338714
1555.5,5,16,349215
2001.5,2,32,301519
2008.9,4,7,393457
1418.2,5,9,376829
1353.1,4,37,279217
713.8,2,30,130125
1155.7,2,37,207996
1035.9,4,6,244299
1055.5,5,6,281909
1209.3,6,19,314860
1636.8,1,47,251659
1530.5,2,6,307611
1844.8,2,19,302303
1573.1,4,35,319578
1133.9,1,33,209565
1740.6,2,25,300561
783.1,5,43,224311
1839.7,5,42,362779
1055.4,5,25,241483
366.9,1,23,43593
1645.0,4,44,305443
1260.9,5,31,283027
1928.6,2,38,367752
1833.2,5,40,368901
956.2,1,19,161955
2085.4,6,27,446825
552.0,2,22,122411
1609.2,6,32,381441
2041.1,3,32,396404
943.0,5,28,247271
2350.4,3,44,366745
1472.9,2,38,253534
1567.7,5,50,316929
1928.5,5,15,435009
1588.2,6,8,385757
803.8,2,39,146546
300.0,5,31,173162
960.8,3,20,210762
1000.7,3,46,195756
973.2,2,45,164975
1115.3,1,13,225103
300.0,4,45,103258
863.7,6,25,267554
1645.8,4,4,356687
1869.0,5,35,378714
1072.1,5,36,275265
1710.8,2,24,333254
300.0,6,25,145370
1521.6,6,8,363575
1933.1,5,19,394897
1632.0,1,9,284736
1388.1,1,4,238418
300.0,3,30,85444
2250.7,6,3,478039
2273.4,3,50,406357
1715.4,6,8,391866
1999.3,2,5,369214
1400.9,5,37,336162
1742.6,1,25,289715
1777.6,3,47,333853
1371.5,1,4,269185
1027.9,1,0,224021
1793.8,4,38,385298
2245.4,2,23,380864
1958.9,6,41,424296
1553.4,6,27,360756
1518.7,6,35,354780
1544.6,5,25,344915
371.8,3,33,138241
1352.1,2,39,226470
1302.8,5,41,295484
856.7,5,1,227284
1874.4,2,36,301415
1526.8,2,33,256088
300.0,5,31,157041
1505.7,5,31,334437
1974.4,3,36,380362
1131.9,1,50,194525
938.9,4,5,241523
819.9,1,29,205024
1444.9,1,17,251920
1073.3,6,40,246013
738.3,5,33,184031
2129.0,5,27,436706
1491.7,4,40,265497
1164.1,5,19,288063
2153.2,4,10,413277
1523.4,6,22,394084
1339.3,2,16,229756
1498.1,3,38,299220
1162.1,3,22,234751
1337.2,3,36,247983
1662.8,1,46,288099
2156.6,6,2,456580
1152.9,3,18,225550
1682.6,4,6,343188
736.3,2,7,149671
1627.6,1,37,228933
2211.7,5,44,405935
1410.6,3,40,232364
1140.2,1,20,182747
1160.8,4,17,247739
1617.8,1,43,258244
1427.1,6,39,301996
1217.9,5,4,316373
1694.1,5,6,331137
1005.0,4,48,198770
1789.3,6,36,380287
1258.2,4,48,247251
1696.5,1,43,266186
1777.9,1,14,273567
525.9,5,34,214684
1368.1,4,1,341812
711.9,3,22,122255
621.1,4,20,194208
1294.4,3,2,270495
1538.2,3,11,304433
704.8,2,21,151842
1522.1,6,39,326111
1006.5,4,36,224799
1430.6,2,2,308435
2538.3,5,0,542103
1257.2,4,5,287125
887.7,2,19,150366
1391.9,1,33,222165
1314.4,5,18,301453
1244.5,3,41,267500
1415.4,2,36,224243
1316.8,2,1,223923
843.1,1,9,149945
1771.0,5,12,393988
1991.1,6,42,391029
1232.5,5,31,279778
1557.8,2,35,285264
479.5,6,14,174548
1391.7,3,11,282456
2265.5,2,33,382852
1760.0,3,2,359876
1469.3,4,31,291893
1380.1,4,41,309597
1265.5,4,25,264584
1588.9,3,25,319086
1862.8,4,39,375280
1174.3,5,28,227324
1738.0,2,3,353712
1036.2,2,37,168654
1203.3,5,5,292339
899.8,5,46,244615
1472.1,4,6,311901
1437.6,5,35,310530
1578.4,6,49,360665
1538.9,3,44,283603
1725.4,4,14,332089
2338.2,6,6,514386
1729.8,5,20,374984
512.0,2,30,86144
1288.4,3,13,265104
1384.1,4,39,287759
686.9,2,37,130031
1773.5,5,2,356425
2204.9,6,13,437243
1010.0,4,15,230710
1968.4,4,28,384658
1883.0,5,49,391093
1523.4,3,5,281000
1773.8,5,4,375782
1056.0,6,41,228161
1917.9,2,29,328321
1969.7,2,48,351771
1614.7,3,38,316794
1537.5,5,18,335293
1043.0,5,12,264656
1825.9,2,5,327111
1406.4,6,38,319045
1338.6,3,17,272134
1824.9,3,0,350903
1270.1,3,8,268388
1082.5,1,49,145044
1889.5,5,45,380802
720.8,3,40,172942
1727.6,3,49,354051
846.0,4,28,218868
585.3,3,15,157197
1695.7,1,34,303759
1546.0,2,38,294116
1115.6,4,9,250382
879.9,6,38,280951
1552.3,3,32,298659
1189.4,2,39,183864
1755.9,2,37,284016
1140.8,3,4,240267
1208.7,6,45,319812
1899.0,3,43,338836
937.5,2,5,203511
745.0,3,22,177850
979.3,6,30,307404
1508.8,5,41,314264
2260.1,5,35,427585
1468.5,6,17,375324
1007.7,1,37,169773
1027.0,1,46,190367
1584.7,2,22,276698
620.1,5,11,212669
553.3,2,23,165429
1488.3,1,9,251006
1798.1,3,26,353307
1809.4,1,0,285367
1555.8,6,3,390633
1938.6,1,14,311450
1315.0,1,11,251063
1229.6,6,21,290056
1376.8,6,39,340631
1532.9,6,39,342233
3150.9,3,13,555179
1311.4,2,3,261463
1480.6,6,1,363909
2181.8,4,11,409947
1649.5,1,41,240044
644.2,1,30,131230
2173.6,6,2,446344
1545.9,5,39,322169
300.0,1,19,54167
1216.9,6,35,292240
1075.8,4,34,201108
1186.4,6,39,314944
1384.2,6,49,327381
1725.2,4,39,331170
1970.2,1,19,328585
1986.6,3,8,399751
2121.3,6,33,425654
1310.0,3,14,296133
459.7,2,2,117860
300.0,2,45,72857
1748.3,5,24,339875
1373.0,1,37,248498
2073.8,3,2,388403
1608.6,2,49,273533
610.6,6,36,192057
1128.0,4,49,230535
1592.6,2,29,260200
898.9,2,0,182514
2077.3,5,19,388375
1201.8,5,30,275566
1255.2,6,38,288157
678.1,5,40,238350
2317.0,1,10,361406
1312.0,3,33,240761
1530.8,1,46,252216
1052.2,6,3,279682
1222.4,5,12,294947
1538.4,5,34,341792
1595.2,5,30,351994
1659.3,1,24,274275
1855.0,5,38,369594
1711.9,5,29,376474
1645.4,4,1,373922
1104.0,5,40,258463
1298.4,4,21,291775
847.6,3,8,193820
1175.1,3,21,265811
1592.1,3,18,323322
1580.5,2,24,274862
1698.2,1,2,286051
2062.1,3,10,420843
809.0,2,29,151465
559.9,4,17,169597
1281.7,6,4,307472
2063.6,5,13,443078
2048.9,6,12,430864
1489.4,5,43,312913
1271.7,5,38,282499
1517.7,1,35,290519
1904.2,1,5,361026
1049.3,1,13,197161
1143.1,1,17,188639
1443.0,3,25,282817
1903.7,4,38,357648
1775.9,4,31,377265
513.4,2,39,161237
1777.0,3,45,321083
1393.5,4,38,298605
1686.4,2,14,345013
1303.0,1,30,226025
1624.7,1,22,254098
1421.0,6,35,327104
1155.1,2,32,211773
1058.6,1,33,162150
1313.8,6,16,329474
817.5,3,27,154892
1200.8,6,10,276847
1255.3,1,19,216242
1866.4,1,49,280720
1698.5,3,5,370938
2305.8,6,38,450450
645.0,3,42,153827
1284.5,5,29,285712
1954.8,4,25,341187
1523.5,1,46,235416
1301.9,6,39,313299
980.4,1,47,143288
1712.4,5,23,359287
1483.9,1,36,257517
1247.9,5,32,281002
1853.8,6,38,418055
2407.3,6,50,470335
1000.2,5,26,275319
1662.4,1,4,322802
1462.3,1,26,225481
1692.3,5,14,389125
1994.2,3,10,402561
2040.0,1,13,362054
1175.7,2,41,203221
653.7,4,45,111982
1357.9,1,15,285692
1360.6,5,6,292879
300.0,5,35,181919
1855.9,4,42,326477
1163.7,4,49,215246
1376.8,1,5,249115
1143.1,3,34,227945
1306.6,2,50,264679
1974.3,4,41,355286
1437.9,6,7,373454
2354.7,6,3,506030
1683.1,6,1,378969
1715.6,3,33,327177
1308.1,5,46,282937
1373.0,3,33,288257
1864.6,2,47,302883
1934.2,5,10,436959
1519.9,2,23,282180
1650.6,4,2,326960
1337.0,1,31,185302
1499.0,4,47,329000
1439.2,3,9,292701
1417.8,1,49,217340
1850.8,3,48,329397
1377.5,6,38,320575
1116.9,2,42,201405
1278.8,3,4,241100
1271.2,4,45,278531
1598.4,1,16,275550
1148.9,2,43,217071
1906.4,2,36,311236
1278.8,1,28,214395
2106.1,3,45,336374
1411.7,3,16,306365
1637.7,2,7,302807
1847.2,5,50,314160
1950.6,4,47,352947
1682.2,2,20,309131
2579.7,2,39,450412
1401.6,4,49,246922
720.9,2,11,190618
1384.4,1,11,258216
1757.6,5,43,345361
1604.7,2,30,299734
941.8,4,0,252669
1247.9,6,28,298787
1035.6,1,6,217788
1101.2,1,13,227809
1357.9,2,50,200630
1610.0,4,13,343449
1072.0,1,16,189906
1114.5,1,39,190461
1719.8,5,24,357255
1014.6,4,16,274728
994.3,1,46,119838
2389.3,2,34,399823
1162.9,4,22,251280
578.6,2,26,126307
842.1,1,3,130277
503.1,4,9,198763
2142.3,1,48,299893
1367.5,6,14,348011
931.5,5,40,221610
1652.5,2,16,294522
2170.5,6,17,468707
1323.0,4,13,317775
2134.9,2,4,355471
1248.7,3,5,260049
870.5,5,1,260348
2214.5,5,0,456278
1075.4,3,39,232115
1145.6,6,40,314962
1867.6,1,16,298982
1416.0,3,13,270252
1350.3,2,17,264990
1285.5,6,45,278037
1100.2,2,38,209137
1481.4,6,1,365354
1619.3,5,40,332598
1299.5,6,39,322888
1655.0,3,21,306702
1585.5,2,15,356510
1574.3,2,37,265615
1272.2,5,34,273736
1232.8,1,30,251360
1566.7,3,35,291487
860.2,3,4,189515
2704.8,2,11,458625
300.0,3,36,137711
1147.6,3,10,254212
1631.4,1,2,269710
1728.5,3,43,328946
1019.9,4,36,241826
1107.4,4,11,274402
1422.5,2,47,208005
788.8,2,6,157425
859.0,6,31,218093
1794.5,1,35,279327
1767.7,2,21,342575
1405.3,2,11,229737
1746.4,2,0,303063
1442.0,5,36,278130
1051.7,6,43,283986
878.7,6,23,295783
1681.0,2,16,309424
1096.5,1,18,204511
1764.0,6,39,377607
1262.5,2,3,248281
1984.7,5,49,397407
969.6,1,15,160115
887.4,4,50,210854
1492.7,3,13,292155
1243.3,6,20,314617
1466.4,2,38,243279
1367.1,1,11,198912
1168.1,5,25,294991
1279.2,3,18,260000
414.7,5,46,148955
2070.5,2,15,401387
1111.3,3,4,251173
1596.0,4,40,297323
463.9,3,26,102686
1000.8,4,9,241297
1512.4,4,12,330311
2212.9,3,6,382958
1598.7,2,23,307820
1647.1,2,8,297426
1175.6,5,10,289688
1390.2,6,9,345641
1306.7,5,15,280164
1533.8,1,24,245013
1953.7,1,34,318665
1237.5,3,40,236600
1406.9,2,41,232885
1218.0,2,40,208630
1278.4,3,28,265003
1905.5,3,39,367335
1596.8,6,16,367755
1538.6,5,11,328881
1338.6,1,18,280156
1007.0,4,20,260046
1708.9,1,26,277776
1773.3,6,46,361818
1792.5,1,28,325515
1389.2,6,44,300847
1046.1,2,41,189085
1684.5,6,7,405650
1882.3,4,48,352677
1774.0,4,14,340639
1045.3,1,10,185575
1566.0,5,3,357046
521.0,1,47,61963
1999.5,4,9,393983
1473.6,6,29,371997
1486.5,5,15,371921
2093.8,1,18,340033
1133.1,1,28,191102
1452.1,2,9,271323
1011.9,5,21,217669
726.3,3,33,176361
1525.5,4,26,317940
1504.9,5,34,343877
444.4,5,48,174145
1728.2,6,45,380235
1381.0,6,11,355615
